id;institutionType;name;localization;website;email;phone;capacity;kidsEnrolled;basicPricePerMonth;extendedStayOver10H;basicPricePerHour;foodPricePerMonth;foodPricePerDay;discounts;openingHours;isAdaptedToDisabledChildren;operatingEntityName;operatingEntityAddress;operatingEntityNIP;operatingEntityREGON;operatingEntityRegNoPosition;operatingEntityWebsite;businessActivitySuspended;voivodeship;county;city;address;latitude;longitude
4208;Żłobek;Żłobek Harmonijka;WIELKOPOLSKIE > Powiat poznański > Dopiewo > Skórzewo, wieś ul.  Kolejowa 8;www.przedszkoleharmonijka.pl;karolina@przedszkoleharmonijka.pl;604251770;54;32.0;1890.0 zł;1990.0 zł;;;19.9 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;Przedszkole i Żłobek Harmonijka Karolina Rudzińska Spółka Jawna;ul.  Kolejowa 8 60-185 Dopiewo, Skórzewo, wieś;7773149914.0;301365540.0;3530/P;www.przedszkoleharmonijka.pl;NIE;WIELKOPOLSKIE ;Powiat poznański ;Dopiewo ;Skórzewo, wieś ul.  Kolejowa 8;52.38910689999999;16.7951416
4209;Żłobek;"Niepubliczny żłobek ""Mały Promyczek""";WARMIŃSKO-MAZURSKIE > Powiat Olsztyn > Olsztyn > Olsztyn Kołobrzeska 27;www.promyczek.olsztyn.pl;luiza.wnuk@op.pl;660667611;64;64.0;1150.0 zł;;;;17.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;TAK;Grupa Edukacyjna Progres Spółka cywilna. Agnieszka Portała, Luiza Wnuk, Monika Lewicka;al.  Aleja Marszałka Józefa Piłsudskiego 68 10-450 OLSZTYN, Olsztyn, miasto;7393782077.0;280495935.0;3442/P;www.promyczek.olsztyn.pl;NIE;WARMIŃSKO-MAZURSKIE ;Powiat Olsztyn ;Olsztyn ;Olsztyn Kołobrzeska 27;53.7790925;20.5076419
4210;Żłobek;Żłobek Nr 2;DOLNOŚLĄSKIE > Powiat lubiński > Lubin > Lubin Cedyńska 13;http://www.mops.lubin.pl/index.php?id_kat=14;zlobek2@mops.lubin.pl;767 468 364;116;114.0;636.0 zł;;;;14.7 zł;Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ;NIE;Gmina Miejska Lubin;ul. Jana Kilińskiego 10 59-300 Lubin, Lubin, miasto;6922253959.0;390647535.0;993/P;;NIE;DOLNOŚLĄSKIE ;Powiat lubiński ;Lubin ;Lubin Cedyńska 13;51.4036037;16.2048882
4211;Żłobek;Grupa Żłobkowa przy Ośrodku Opiekuńczo-Rehabilitacyjnym;DOLNOŚLĄSKIE > Powiat lubiński > Lubin > Lubin Jastrzębia 1;http://www.mops.lubin.pl/index.php?id_kat=24;oor@mops.lubin.pl;767 468 362;25;23.0;;;1.5 zł;;9.8 zł;Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ;TAK;Gmina Miejska Lubin;ul. Jana Kilińskiego 10 59-300 Lubin, Lubin, miasto;6922253959.0;390647535.0;993/P;;NIE;DOLNOŚLĄSKIE ;Powiat lubiński ;Lubin ;Lubin Jastrzębia 1;51.3886622;16.2016296
4212;Żłobek;Żłobek Nr 3;DOLNOŚLĄSKIE > Powiat lubiński > Lubin > Lubin Orla 47a;http://www.mops.lubin.pl/index.php?id_kat=15;zlobek3@mops.lubin.pl;767 468 365;90;95.0;636.0 zł;;;;14.7 zł;Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ;NIE;Gmina Miejska Lubin;ul. Jana Kilińskiego 10 59-300 Lubin, Lubin, miasto;6922253959.0;390647535.0;993/P;;NIE;DOLNOŚLĄSKIE ;Powiat lubiński ;Lubin ;Lubin Orla 47a;51.38676290000001;16.2110973
4213;Żłobek;"Niepubliczny Żłobek Montessori ""Patison""";MAZOWIECKIE > Powiat warszawski zachodni > Błonie > Stare Faszczyce, wieś Stare Faszczyce, wieś 19A;www.przedszkolepatison.pl;biuro@przedszkolepatison.pl;507832170;25;16.0;1700.0 zł;;;200.0 zł;;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-17:00 ;TAK;Julia Janowska;;5262651681.0;142208510.0;996/P;;NIE;MAZOWIECKIE ;Powiat warszawski zachodni ;Błonie ;Stare Faszczyce, wieś Stare Faszczyce, wieś 19A;52.1789038;20.5915216
4214;Żłobek;"""Leśny Żłobek""";MAZOWIECKIE > Powiat otwocki > Otwock > Otwock Wiejska 14;;lesnyzlobek@wp.pl;603586183;46;46.0;1450.0 zł;;;;6.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-18:00 ;NIE;"""GAPA"" Usługi Edukacyjne Grażyna Wojda - Płochowska";;5321348175.0;141063818.0;1017/P;;NIE;MAZOWIECKIE ;Powiat otwocki ;Otwock ;Otwock Wiejska 14;52.1091056;21.2501845
4215;Żłobek;Żłobek Miejski nr 1 ;DOLNOŚLĄSKIE > Powiat świdnicki > Świdnica > Świdnica ul. Mieczysława Kozara Słobódzkiego 26;http://zlobeknr1.com.pl/;zlobek1@zlobek.swidnica.pl;74 640 99 03;100;100.0;636.0 zł;63.0 zł;;;10.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:30 ;TAK;Gmina Miasto Świdnica;ul.  Armii Krajowej 49 58-100 Świdnica, Świdnica, miasto;8840024797.0;890718314.0;7063/P;www.um.swidnica.pl;NIE;DOLNOŚLĄSKIE ;Powiat świdnicki ;Świdnica ;Świdnica ul. Mieczysława Kozara Słobódzkiego 26;50.848531;16.4714886
4216;Żłobek;"Niepubliczny Żłobek ""Bajkowy Domek""";DOLNOŚLĄSKIE > Powiat świdnicki > Świdnica > Świdnica al. Niepodległości 14;http://bajkowydomek.net/;m.baranowska@gsma24.pl;512873370;15;15.0;810.0 zł;;;;17.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;"Niepubliczne Przedszkole i Żłobek ""Bajkowy Domek"" Sp. z o.o.";al.  Niepodległości 14 58-100 Świdnica, Świdnica, miasto;8842776343.0;367067043.0;11563/P;http://bajkowydomek.net/;NIE;DOLNOŚLĄSKIE ;Powiat świdnicki ;Świdnica ;Świdnica al. Niepodległości 14;50.8401671;16.4864688
4217;Żłobek;Niepubliczny Żłobek Tuptusie;MAZOWIECKIE > Powiat grodziski > Grodzisk Mazowiecki > Grodzisk Mazowiecki ul. Zagaje 1;tuptusieszkolnastrona.pl;tuptusie.grodzisk@gmail.com;530187768;15;15.0;1350.0 zł;;;;13.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 15.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% Zniżka - Dotacja z budżetu Gminy na dziecko zamieszkałe na terenie Gminy, w wysokości 400 zł miesięcznie lub 40 zł miesięcznie, zgodnie z Uchwałą Rady Miejskiej nr 37/2018 z dnia 17.12.2018r.: 36.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:00 ;NIE;Dorota Białas;;5291651985.0;140771849.0;1029/P;tuptusie.szkolnastrona.pl;NIE;MAZOWIECKIE ;Powiat grodziski ;Grodzisk Mazowiecki ;Grodzisk Mazowiecki ul. Zagaje 1;52.0981791;20.6315996
4218;Żłobek;Miejski Zespół Żłobków Żłobek Nr 2 ;ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty, delegatura ul.  Chrobrego 16;http://www.mzz.lodz.pl;zlobek2@mzz.lodz.pl;42 657 38 15;70;72.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Bałuty ;Łódź-Bałuty, delegatura ul.  Chrobrego 16;51.79485520000001;19.4506915
4219;Żłobek;Miejski Zespół Żłobków Żłobek Nr 3;ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna Warneńczyka 5/17;http://www.mzz.lodz.pl/;zlobek3@mzz.lodz.pl;42 646 42 27;70;74.0;849.0 zł;;;;6.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Górna ;Łódź-Górna Warneńczyka 5/17;51.7238777;19.4843259
4220;Żłobek;Miejski Zespół Żłobków Żłobek Nr 4 ;ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty Inowrocławska 5a;http://www.mzz.lodz.pl/;zlobek4@mzz.lodz.pl;42 651 10 35;50;68.0;849.0 zł;;;;6.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Bałuty ;Łódź-Bałuty Inowrocławska 5a;51.7879189;19.4174699
4221;Żłobek;Miejski Zespół Żłobków Żłobek Nr 5 ;ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty Świetlana 11/15;http://www.mzz.lodz.pl/;zlobek5@mzz.lodz.pl;42 657 35 01;35;44.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Bałuty ;Łódź-Bałuty Świetlana 11/15;51.81255650000001;19.4420095
4222;Żłobek;Miejski Zespół Żłobków Żłobek Nr 6;ŁÓDZKIE > Powiat Łódź > Łódź-Widzew > Łódź-Widzew Józefa Elsnera 12;http://www.mzz.lodz.pl/;zlobek6@mzz.lodz.pl;42 671 03 57;100;110.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Widzew ;Łódź-Widzew Józefa Elsnera 12;51.7572375;19.5313264
4223;Żłobek;Miejski Zespół Żłobków Żłobek Nr 8;ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna Starorudzka 5/7;http://www.mzz.lodz.pl/;zlobek8@mzz.lodz.pl;42 683 25 02;90;100.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Górna ;Łódź-Górna Starorudzka 5/7;51.7153729;19.4353792
4224;Żłobek;Miejski Zespół Żłobków Żłobek Nr 14;ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty Pawia 20;http://www.mzz.lodz.pl;zlobek14@mzz.lodz.pl;42 654 21 37;100;123.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Bałuty ;Łódź-Bałuty Pawia 20;51.7860984;19.4417276
4225;Żłobek;Miejski Zespół Żłobków Żłobek Nr 18;ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty Harcerzy - Zatorowców 4;http://www.mzz.lodz.pl;zlobek18@mzz.lodz.pl;42 652 24 80;100;122.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Bałuty ;Łódź-Bałuty Harcerzy - Zatorowców 4;51.7951503;19.3913901
4226;Żłobek;Miejski Zespół Żłobków Żłobek Nr 19;ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna Tatrzańska 118;http://www.mzz.lodz.pl;zlobek19@mzz.lodz.pl;42 646 48 39;95;88.0;849.0 zł;;;;7.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Górna ;Łódź-Górna Tatrzańska 118;51.7381506;19.4969331
4227;Żłobek;Miejski Zespół Żłobków Żłobek Nr 21;ŁÓDZKIE > Powiat Łódź > Łódź-Polesie > Łódź-Polesie Heleny Marusarzówny 9;http://www.mzz.lodz.pl;zlobek21@mzz.lodz.pl;42 686 24 19;85;95.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Polesie ;Łódź-Polesie Heleny Marusarzówny 9;51.7462725;19.4107379
4228;Żłobek;Miejski Zespół Żłobków Żłobek Nr 25;ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna, delegatura ul.  Odyńca 35;http://www.mzz.lodz.pl/;zlobek25@mzz.lodz.pl;42 643 91 30;70;76.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Górna ;Łódź-Górna, delegatura ul.  Odyńca 35;51.7304626;19.4820084
4229;Żłobek;Miejski Zespół Żłobków Żłobek Nr 26;ŁÓDZKIE > Powiat Łódź > Łódź-Polesie > Łódź-Polesie Sprinterów 11;http://www.mzz.lodz.pl/;zlobek26@mzz.lodz.pl;42 686 75 98;70;79.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Polesie ;Łódź-Polesie Sprinterów 11;51.7489011;19.4099817
4230;Żłobek;Miejski Zespół Żłobków Żłobek Nr 27;ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty Franciszkańska 167 lok. 171;http://www.mzz.lodz.pl/;zlobek27@mzz.lodz.pl;42 657 12 22;85;91.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Bałuty ;Łódź-Bałuty Franciszkańska 167 lok. 171;51.7986644;19.4618795
4231;Żłobek;Miejski Zespół Żłobków Żłobek Nr 28;ŁÓDZKIE > Powiat Łódź > Łódź-Polesie > Łódź-Polesie, delegatura al. Ks. Kardynała Stefana Wyszyńskiego 102;http://www.mzz.lodz.pl/;zlobek28@mzz.lodz.pl;42 686 68 54;80;99.0;849.0 zł;;;;6.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Polesie ;Łódź-Polesie, delegatura al. Ks. Kardynała Stefana Wyszyńskiego 102;51.741578;19.3872774
4232;Żłobek;Miejski Zespół Żłobków Żłobek Nr 31;ŁÓDZKIE > Powiat Łódź > Łódź-Śródmieście > Łódź-Śródmieście Henryka Sienkiewicza 108;http://www.mzz.lodz.pl/;zlobek31@mzz.lodz.pl;42 636 14 73;75;82.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Śródmieście ;Łódź-Śródmieście Henryka Sienkiewicza 108;51.7524563;19.4655336
4233;Żłobek;Miejski Zespół Żłobków Żłobek Nr 1;ŁÓDZKIE > Powiat Łódź > Łódź-Śródmieście > Łódź-Śródmieście, delegatura ul. Henryka Sienkiewicza 9;http://www.mzz.lodz.pl;zlobek1@mzz.lodz.pl;+42 632 59 86;40;41.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Śródmieście ;Łódź-Śródmieście, delegatura ul. Henryka Sienkiewicza 9;51.769794;19.4604704
4234;Żłobek;Miejski Zespół Żłobków Żłobek Nr 7 ;ŁÓDZKIE > Powiat Łódź > Łódź-Widzew > Łódź-Widzew Szpitalna 11;http://www.mzz.lodz.pl/;zlobek7@mzz.lodz.pl;42 674 30 53;180;191.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Widzew ;Łódź-Widzew Szpitalna 11;51.7645071;19.5040478
4235;Żłobek;Miejski Zespół Żłobków Żłobek Nr 10;ŁÓDZKIE > Powiat Łódź > Łódź-Polesie > Łódź-Polesie Karolewska 70/76;http://www.mzz.lodz.pl/;zlobek10@mzz.lodz.pl;42 686 94 98;70;73.0;849.0 zł;;;;6.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Polesie ;Łódź-Polesie Karolewska 70/76;51.7529932;19.4262178
4236;Żłobek;Miejski Zespół Żłobków Żłobek Nr 11;ŁÓDZKIE > Powiat Łódź > Łódź-Śródmieście > Łódź-Śródmieście Wierzbowa 13;http://www.mzz.lodz.pl;zlobek11@mzz.lodz.pl;42 678 10 22;55;59.0;849.0 zł;;;;6.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Śródmieście ;Łódź-Śródmieście Wierzbowa 13;51.7794248;19.4760985
4237;Żłobek;Miejski Zespół Żłobków Żłobek Nr 12 ;ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty, delegatura ul.  Tokarzewskiego 53;http://www.mzz.lodz.pl;zlobek12@mzz.lodz.pl;42 657 19 15;65;75.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Bałuty ;Łódź-Bałuty, delegatura ul.  Tokarzewskiego 53;51.790584;19.4665781
4238;Żłobek;Miejski Zespół Żłobków Żłobek Nr 13;ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna Stefana Rogozińskiego 2;http://www.mzz.lodz.pl;zlobek13@mzz.lodz.pl;42 684 06 09;100;112.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Górna ;Łódź-Górna Stefana Rogozińskiego 2;51.7321919;19.4505741
4239;Żłobek;Miejski Zespół Żłobków Żłobek Nr 15;ŁÓDZKIE > Powiat Łódź > Łódź-Polesie > Łódź-Polesie Wapienna 29;http://www.mzz.lodz.pl;zlobek15@mzz.lodz.pl;42 651 36 43;100;106.0;849.0 zł;;;;6.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Polesie ;Łódź-Polesie Wapienna 29;51.77675;19.4231748
4240;Żłobek;Miejski Zespół Żłobków Żłobek Nr 16;ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty Zachodnia 55a;http://www.mzz.lodz.pl;zlobek16@mzz.lodz.pl;42 633 08 90;60;67.0;849.0 zł;;;;6.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Bałuty ;Łódź-Bałuty Zachodnia 55a;51.77772270000001;19.4515286
4241;Żłobek;Miejski Zespół Żłobków Żłobek Nr 17;ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna Siarczana 11;http://www.mzz.lodz.pl;zlobek17@mzz.lodz.pl;42 643 47 18;50;60.0;849.0 zł;;;;6.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ;NIE;Miasto Łódź;ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;7250028902.0;472057632.0;548/P;http://www.mzz.lodz.pl;NIE;ŁÓDZKIE ;Powiat Łódź ;Łódź-Górna ;Łódź-Górna Siarczana 11;51.735794;19.4841183
