id;institutionType;name;localization;voivodeship;county;city;address;latitude;longitude;website;email;phone;capacity;kidsEnrolled;basicPricePerMonth;extendedStayOver10H;basicPricePerHour;foodPricePerMonth;foodPricePerDay;discounts;openingHours;isAdaptedToDisabledChildren;operatingEntityName;operatingEntityAddress;operatingEntityNIP;operatingEntityREGON;operatingEntityRegNoPosition;operatingEntityWebsite;businessActivitySuspended
5102;Żłobek;Przygody w obłokach;DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Psie Pole > Wrocław-Psie Pole, delegatura ul. Henryka Michała Kamieńskiego 229 lok. U1;DOLNOŚLĄSKIE ;Powiat Wrocław ;Wrocław-Psie Pole ;Wrocław-Psie Pole, delegatura ul. Henryka Michała Kamieńskiego 229 lok. U1;51.1555621;17.0446592;;ivonadabrowska@gmail.com;695780077;24;21;1480.0 zł;;;;24.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek 06:30-17:30 Piątek 06:30-17:00 ;NIE;PWO Iwona Dąbrowska;;8981452058;932850458;85/P;;NIE
5103;Żłobek;AKADEMIA MALUSZKA;ŁÓDZKIE > Powiat Łódź > Łódź-Polesie > Łódź-Polesie ul. Stefana Żeromskiego 115;ŁÓDZKIE ;Powiat Łódź ;Łódź-Polesie ;Łódź-Polesie ul. Stefana Żeromskiego 115;51.7555705;19.4483986;http://tie.com.pl/;zlobek.akademiamaluszka@gmail.com;797965151;20;8;1900.0 zł;50.0 zł;;440.0 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:30 ;NIE;Towarzystwo Inicjatyw Europejskich;ul. Stefana Żeromskiego 115 90-542 Łódź-Polesie, delegatura;7262349581;472354525;2313/P;www.tie.com.pl;NIE
5104;Żłobek;"Żłobek Publiczny ""Średzkie Skarby"" w Środzie Śląskiej";DOLNOŚLĄSKIE > Powiat średzki > Środa Śląska > Środa Śląska, miasto ul.  Zaciszna 1;DOLNOŚLĄSKIE ;Powiat średzki ;Środa Śląska ;Środa Śląska, miasto ul.  Zaciszna 1;51.1639213;16.6047173;https://zlobeksrodaslaska.edupage.org/?;katarzyna.rzasa@srodaslaska.pl;713141141;120;120;260.61 zł;;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;Gmina Środa Śląska;pl.  Wolności 5 55-300 Środa Śląska, Środa Śląska, miasto;9131500156;931935069;1594/P;www.srodaslaska.pl;NIE
5105;Żłobek;Żłobek Niepubliczny ,,KUM - KUM” ;MAZOWIECKIE > Powiat Warszawa > Warszawa - Wola > Wola ul. Banderii 4 lok. 299;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Wola ;Wola ul. Banderii 4 lok. 299;52.2449119;20.96333;www.kum-kum.pl;zlobek@kum-kum.pl;"881 000 150;   881 000 080";15;8;1890.0 zł;;;;21.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-17:30 ;NIE;ARS EDUCANDI – SZTUKA WYCHOWANIA spółka z o.o.;ul. Jana Ostroroga 29 lok. 68 01-163 Warszawa - Wola, Warszawa - Wola, dzielnica m. st. Warszawy;5272758133;363639382;2951/P;www.kum-kum.pl;NIE
5106;Żłobek;Żłobek Niepubliczny ,,Pluszowa Akademia” ;MAZOWIECKIE > Powiat Warszawa > Warszawa - Ursynów > Warszawa - Ursynów, dzielnica m. st. Warszawy ul.  Dereniowa 52 lok. 54;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Ursynów ;Warszawa - Ursynów, dzielnica m. st. Warszawy ul.  Dereniowa 52 lok. 54;52.1497531;21.0398479;www.pluszowaakademia.pl;kontakt@pluszowaakademia.pl;+48 737-461-830;15;15;1500.0 zł;;;;14.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ;NIE;PLUSZOWA AKADEMIA Artur Jakubiak;;5271078689;11904820;2978/P;www.pluszowaakademia.pl;NIE
5107;Żłobek;WERONIKA KARABINOWSKA ŻŁOBEK KRAINA DŹWIĘKÓW filia os. Kwiatowe;WIELKOPOLSKIE > Powiat Poznań > Poznań-Grunwald > Poznań-Grunwald ul. Daliowa 36;WIELKOPOLSKIE ;Powiat Poznań ;Poznań-Grunwald ;Poznań-Grunwald ul. Daliowa 36;52.3863742;16.8438603;;kraina.dzwiekow@wp.pl;532523652;20;20;1200.0 zł;;;360.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Weronika Karabinowska Żłobek Kraina Dźwięków;;9680949095;302816498;2752/P;;NIE
5108;Żłobek;Prywatny Żłobek BOLEK I LOLEK;ŚLĄSKIE > Powiat Sosnowiec > Sosnowiec > Sosnowiec ul. Jana Sobieskiego 25;ŚLĄSKIE ;Powiat Sosnowiec ;Sosnowiec ;Sosnowiec ul. Jana Sobieskiego 25;50.2749414;19.1143041;https://bolekilolek.edu.pl/zlobek;stankiewicz.biuro@gmail.com;513-327-870;81;23;1500.0 zł;;;;18.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;TAK;Bartosz Stankiewicz;;6443133542;241644038;1642/P;;NIE
5109;Klub dziecięcy;Anita Rojek Klub Malucha Wspaniałe Chwile;ŚLĄSKIE > Powiat Mysłowice > Mysłowice > Mysłowice ul. Fryderyka Chopina 21 G;ŚLĄSKIE ;Powiat Mysłowice ;Mysłowice ;Mysłowice ul. Fryderyka Chopina 21 G;50.23962239999999;19.1236845;brak;wspanialechwile@interia.pl;503082981;20;20;1500.0 zł;;;;16.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Anita Rojek;;2220697205;364113297;1643/P;brak;NIE
5110;Żłobek;Niepubliczne Przedszkole i Żłobek ANIOŁEK ;POMORSKIE > Powiat starogardzki > Skarszewy > Skarszewy ul. Kościerska 7;POMORSKIE ;Powiat starogardzki ;Skarszewy ;Skarszewy ul. Kościerska 7;54.0693631;18.4532998;www.aniolek-skarszewy.pl;kontakt@aniolek-skarszewy.pl;585310716;27;24;785.0 zł;;;;9.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;"Niepubliczne Przedszkole i Żłobek "" ANIOŁEK"" Sp. z o.o.";ul.  Kościerska 7 83-250 Skarszewy, Skarszewy, miasto;5922260580;221846415;2982/P;www.aniolek-skarszewy.pl;NIE
5111;Żłobek;Niepubliczny żłobek:Spółdzielnia Socjalna Szkrabkowo;ŚLĄSKIE > Powiat Rybnik > Rybnik > Rybnik, miasto ul. Karola Szymanowskiego 14;ŚLĄSKIE ;Powiat Rybnik ;Rybnik ;Rybnik, miasto ul. Karola Szymanowskiego 14;50.0647155;18.4634287;www.szkrabkowo.com.pl;kontakt@szkrabkowo.com.pl;515333978;15;9;1250.0 zł;30.0 zł;;;15.6 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Spółdzielnia Socjalna Szkrabkowo;ul.  Żorska 238 44-203 Rybnik, Rybnik, miasto;6423185961;243515440;1787/P;www.szkrabkowo.com.pl;NIE
5112;Żłobek;"Niepubliczny Żłobek ""Akademia Uśmiechu 2""";ŁÓDZKIE > Powiat pabianicki > Pabianice > Pabianice ul. Dolna 46;ŁÓDZKIE ;Powiat pabianicki ;Pabianice ;Pabianice ul. Dolna 46;51.65699;19.3873816;akademiausmiechu.info;pabianice@akademiausmiechu.info;730108588;16;15;1020.0 zł;;;;14.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ;NIE;OST - BUD Sławomir Oset;;7691313508;590427201;2001/P;akademiausmiechu.info;NIE
5113;Żłobek;Miejski Żłobek nr 1;MAZOWIECKIE > Powiat nowodworski > Nowy Dwór Mazowiecki > Nowy Dwór Mazowiecki ul. 29 Listopada 109;MAZOWIECKIE ;Powiat nowodworski ;Nowy Dwór Mazowiecki ;Nowy Dwór Mazowiecki ul. 29 Listopada 109;52.4369033;20.6679689;zstwierdza.edu.pl;sekretariat@zs4.nowydwormaz.pl;227130260;40;40;500.0 zł;;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;TAK;Miasto Nowy Dwór Mazowiecki;ul. Zakroczymska 30 05-100 Nowy Dwór Mazowiecki;5311000938;525903;11345/P;www.nowydwormaz.pl;NIE
5114;Żłobek;Żłobek Niepubliczny FIT KIDS;PODLASKIE > Powiat białostocki > Juchnowiec Kościelny > Kleosin, osada ul.  Zambrowska 46;PODLASKIE ;Powiat białostocki ;Juchnowiec Kościelny ;Kleosin, osada ul.  Zambrowska 46;53.0937918;23.119231;www.fitkids.info.pl;aniasobocinska@interia.pl;793743433;20;12;1600.0 zł;;;400.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Opieka dzienna nad dziećmi FIT KIDS Anna Sobocińska;ul.  Zambrowska 46 16-001 Juchnowiec Kościelny, Kleosin, osada;5422695458;200346583;1890/P;www.fitkids.info.pl;NIE
5115;Żłobek;"Niepubliczny Żłobek ""Miś""";KUJAWSKO-POMORSKIE > Powiat chełmiński > Chełmno > Chełmno, miasto ul.  Łunawska 2;KUJAWSKO-POMORSKIE ;Powiat chełmiński ;Chełmno ;Chełmno, miasto ul.  Łunawska 2;53.3477593;18.4447444;www.zlobekmis-chelmno.pl;mis.zlobek@gmail.com;607471706;37;21;1000.0 zł;;;;12.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 05:30-17:00 ;NIE;"Niepubliczny Żłobek ""Miś"" Joanna Winiarska";ul.  Łunawska 2 86-200 Chełmno, Chełmno, miasto;8751085337;870340417;12608/P;;NIE
5116;Żłobek;Magiczna Chatka Żłobek;DOLNOŚLĄSKIE > Powiat świdnicki > Świdnica > Świdnica ul. Tadeusza Kościuszki 28;DOLNOŚLĄSKIE ;Powiat świdnicki ;Świdnica ;Świdnica ul. Tadeusza Kościuszki 28;50.8343099;16.4791968;http://www.magiczna-chatka.pl/;magiczna.chatka@wp.pl;604 479 953,  74 856 69 90;10;2;800.0 zł;;;260.0 zł;;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Samotne wychowanie dziecka: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:00 ;NIE;Aleksandra Karpińska;;8842158059;21664376;2113/P;;NIE
5117;Żłobek;"Niepubliczny Żłobek ""Dobry Start""";MAZOWIECKIE > Powiat Warszawa > Warszawa - Wilanów > Warszawa - Wilanów, dzielnica m. st. Warszawy ul. Prymasa Augusta Hlonda 2B lok. 45;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Wilanów ;Warszawa - Wilanów, dzielnica m. st. Warszawy ul. Prymasa Augusta Hlonda 2B lok. 45;52.1613367;21.0687349;;kontakt@zlobekdobrystart.pl; 666-204-446;15;15;1520.0 zł;;;;14.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-18:00 ;NIE;Sylwia Bąkowicz;ul. Prymasa Augusta Hlonda 2B lok. 45 02-972 Warszawa - Wilanów, Warszawa - Wilanów, dzielnica m. st. Warszawy;1181716167;364407580;2326/P;;NIE
5118;Żłobek;Klub Przyjaciół Reksia;PODLASKIE > Powiat Białystok > Białystok > Białystok ul. Baranowicka 113 lok. u2;PODLASKIE ;Powiat Białystok ;Białystok ;Białystok ul. Baranowicka 113 lok. u2;53.12285190000001;23.2103708;www.Klub-reksia.pl;artur-d3@o2.pl;696960190;25;25;1020.0 zł;;;;16.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:30 ;NIE;Katarzyna Dobrogowska;;7231383370;363806615;2060/P;www.klub-reksia.pl;NIE
5119;Żłobek;KRAINA SZCZĘŚCIA;PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Ofiar Katynia 6;PODKARPACKIE ;Powiat Rzeszów ;Rzeszów ;Rzeszów ul. Ofiar Katynia 6;50.0530786;21.9785973;www.krainaszczescia.edu.pl;biuro@krainaszczescia.edu.pl;172 000 660;46;20;1450.0 zł;100.0 zł;;;12.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-18:00 ;TAK;KRAINA SZCZĘŚCIA  Jaromir Budzik;;5170062729;362511929;2771/P;www.krainaszczescia.edu.pl;NIE
5120;Żłobek;Żłobek  Maluszek Tytusek Mieczysław Jan Ogiełło;PODLASKIE > Powiat hajnowski > Hajnówka > Lipiny Lipiny 185;PODLASKIE ;Powiat hajnowski ;Hajnówka ;Lipiny Lipiny 185;52.7542406;23.6100723;www.facebook.com/MaluszekTytusek/;mieczyslaw-jan-ogiello@tlen.pl;698958195;18;15;700.0 zł;;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Mieczysław  Jan  Ogiełło;;6030058668;362270495;2773/P;www.facebook.com/MaluszekTytusek/;NIE
5121;Żłobek;Niepubliczny Żłobek pod Rozbrykanym Kucykiem;OPOLSKIE > Powiat opolski > Dobrzeń Wielki > Dobrzeń Wielki ul. Opolska 4;OPOLSKIE ;Powiat opolski ;Dobrzeń Wielki ;Dobrzeń Wielki ul. Opolska 4;50.7593729;17.8432056;www.dobrzenzlobek.pl;dobrzenzlobek@gmail.com;789474415;19;19;1209.0 zł;50.0 zł;;500.0 zł;;Zniżka - decyzja indywidualna - trudna sytuacja losowa lub rodzinna: 5.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;LEAPING HORSE Sp. z o.o.;ul.  Opolska 4 46-081 Dobrzeń Wielki, Dobrzeń Wielki, wieś;9910503702;363746327;2985/P;www.dobrzenzlobek.pl;NIE
5122;Żłobek;"Żłobek ""Bajkowa Kraina"" w Końskich";ŚWIĘTOKRZYSKIE > Powiat konecki > Końskie > Końskie, miasto ul.  Towarowa 4;ŚWIĘTOKRZYSKIE ;Powiat konecki ;Końskie ;Końskie, miasto ul.  Towarowa 4;51.1870387;20.4260238;www.bajkowakraina.edu.pl;przedszkole@bajkowakraina.edu.pl;884884733;50;45;650.0 zł;;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;Andrzej Miszczyk AWANS;;9590470472;292886780;2124/P;undefined;NIE
5123;Żłobek;Tęczowa Krainka;KUJAWSKO-POMORSKIE > Powiat Toruń > Toruń > Toruń ul. Lubicka 32;KUJAWSKO-POMORSKIE ;Powiat Toruń ;Toruń ;Toruń ul. Lubicka 32;53.015829;18.6335641;www.teczowakrainka.pl;karolina.stusinska@wp.pl;530993672;20;7;1300.0 zł;;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Klub Malucha Tęczowa Krainka Karolina Stusińska;;8921436015;341087190;104/P;karolina.stusinska@wp.pl;NIE
5124;Żłobek;"Niepubliczny Żłobek ""Pszczółka Maja""";WIELKOPOLSKIE > Powiat złotowski > Okonek > Okonek ul. Wodna 27;WIELKOPOLSKIE ;Powiat złotowski ;Okonek ;Okonek ul. Wodna 27;53.53188249999999;16.8437646;;mikietynska@gmail.com;604796304;30;30;100.0 zł;;;;17.0 zł;Zniżka - rodzeństwo nie ponosi opłat za żłobek: 0.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ;NIE;ANNA MIKIETYŃSKA;;7671054593;364451858;12352/P;;NIE
5125;Żłobek;"Żłobek ""Akademia Malucha"" Ewa Muszyńska";PODLASKIE > Powiat wysokomazowiecki > Wysokie Mazowieckie > Wysokie Mazowieckie ul. Żwirki i Wigury 24 lok. 1;PODLASKIE ;Powiat wysokomazowiecki ;Wysokie Mazowieckie ;Wysokie Mazowieckie ul. Żwirki i Wigury 24 lok. 1;52.9231979;22.5107776;www.akademia-malucha.pl;ewa.rok@interia.pl;730117088;28;28;1470.0 zł;;;250.0 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:00 ;TAK;AKADEMIA MALUCHA EWAMUSZYŃSKA;;7221495618;362295414;3464/P;www.akademia-malucha.pl;NIE
5126;Żłobek;"Niepubliczny Żłobek ""Biedroneczki""";MAŁOPOLSKIE > Powiat miechowski > Miechów > Miechów ul. Mikołaja Kopernika 2;MAŁOPOLSKIE ;Powiat miechowski ;Miechów ;Miechów ul. Mikołaja Kopernika 2;50.3601858;20.0267604;;biedroneczkimiechow@gmail.com;731877794;20;20;1200.0 zł;;;;9.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;Filip Markiewicz;;6591365793;120911705;2063/P;;NIE
5127;Klub dziecięcy;Klub Malucha „Małe gwiazdeczki”,;MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze ul. Tadeusza Romanowicza 5 lok. 8c;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Podgórze ;Kraków-Podgórze ul. Tadeusza Romanowicza 5 lok. 8c;50.0485301;19.9633611;malegwiazdeczki.com.pl;malegwiazdeczki@gmail.com;505497435;14;14;2150.0 zł;;;;19.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;K&K spółka z o.o.;ul. Sandora Petöfiego 141 31-712 Kraków-Nowa Huta, Kraków-Nowa Huta, delegatura;6783160414;364410470;2064/P;malegwiazdeczki.com.pl;NIE
5128;Żłobek;Prywatny Żłobek  Śpioszek 2 ;MAŁOPOLSKIE > Powiat Kraków > Kraków-Nowa Huta > Kraków-Nowa Huta ul. Bieńczycka 15a;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Nowa Huta ;Kraków-Nowa Huta ul. Bieńczycka 15a;50.0766173;20.0216821;www.zlobekspioszek.pl;zlobek.spioszek@gmail.com;501160971;30;27;1770.0 zł;50.0 zł;;;18.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;STAROWICZ & SZYJKA S.C.;ul.  Bieńczycka 15A 31-860 KRAKÓW-NOWA HUTA, Kraków-Nowa Huta, delegatura;9452175091;122925309;2065/P;www.zlobekspioszek.pl;NIE
5129;Żłobek;"Żłobek ""Słoneczko";WIELKOPOLSKIE > Powiat szamotulski > Szamotuły > Szamotuły ul. Zielona 74;WIELKOPOLSKIE ;Powiat szamotulski ;Szamotuły ;Szamotuły ul. Zielona 74;52.6253359;16.5639192;www.przedszkole-sloneczko.info;info@przedszkole-sloneczko.info;48 691 340 090;46;34;1500.0 zł;;;;20.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;Anna Korycka;;7671238755;572046252;2114/P;;NIE
5130;Żłobek;Ziarenko;LUBELSKIE > Powiat Zamość > Zamość > Zamość ul. Lwowska 19;LUBELSKIE ;Powiat Zamość ;Zamość ;Zamość ul. Lwowska 19;50.7084476;23.279753;ziarenko.info;ziarenko.zamosc@gmail.com;782918171;67;53;1200.0 zł;;;;17.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;FOR YOU Sp.z o.o.;ul.  Lwowska 19 22-400 Zamość, Zamość, miasto;9223052599;364002824;2735/P;ziarenko.info;NIE
5131;Żłobek;" ""Nasze Słoneczko""";ZACHODNIOPOMORSKIE > Powiat Szczecin > Szczecin > Szczecin, miasto ul.  Bieszczadzka 31;ZACHODNIOPOMORSKIE ;Powiat Szczecin ;Szczecin ;Szczecin, miasto ul.  Bieszczadzka 31;53.4215957;14.4777676;pl-pl.facebook.com/naszesloneczko/;nasze.sloneczko@interia.pl;691510509;31;12;1550.0 zł;;;;;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;"Żłobek ""Nasze Słoneczko"" Monika Bała";ul.  Bieszczadzka 31 71-042 Szczecin, Szczecin, miasto;8561571980;363847519;2775/P;;NIE
5132;Żłobek;"Niepubliczny żłobek ""Maja"" Judyta Marcinkiewicz";MAŁOPOLSKIE > Powiat oświęcimski > Zator > Łowiczki ul. Podleśna 2;MAŁOPOLSKIE ;Powiat oświęcimski ;Zator ;Łowiczki ul. Podleśna 2;49.9790634;19.4048755;https://www.facebook.com/Niepubliczny-%C5%BB%C5%82obek-MAJA-949353675152244/;judkam79@gmail.com;733712612;28;28;1130.0 zł;;;;11.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:45-16:15 ;TAK;"Nipubliczne Przedszkole ""Troskliwe Misie"" Judyta Marcinkiewicz";;6462408885;278307674;2066/P;;NIE
5133;Żłobek;Niepubliczny Żłobek GABI;MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze ul. dr. Jana Piltza 20;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Podgórze ;Kraków-Podgórze ul. dr. Jana Piltza 20;50.0121331;19.8898678;www.przedszkole-gabi.pl;zlobek@przedszkole-gabi.pl;570695380;16;16;1700.0 zł;;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;Agata Tenerowicz GABI;;7352415413;120248431;1920/P;www.przedszkole-gabi.pl;NIE
5134;Żłobek;Żłobek Pierwsze Kroczki Marta Młynarczyk;MAŁOPOLSKIE > Powiat Kraków > Kraków-Nowa Huta > Kraków-Nowa Huta, delegatura os.  Osiedle 2 Pułku Lotniczego 44 lok. LU5;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Nowa Huta ;Kraków-Nowa Huta, delegatura os.  Osiedle 2 Pułku Lotniczego 44 lok. LU5;50.0751396;20.006417;www.zlobekpierwszekroczki.pl;marta.mlynarczyk1@wp.pl;668437820;26;26;1800.0 zł;30.0 zł;;;16.5 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 07:00-17:30 ;NIE;Marta Młynarczyk  Pierwsze Kroczki;os.  Osiedle 2 Pułku Lotniczego 44 lok. LU5 31-870 Kraków-Nowa Huta, Kraków-Nowa Huta, delegatura;6782176301;364183352;1921/P;www.zlobekpierwszekroczki.pl;NIE
5135;Żłobek;"Niepubliczny Żłobek ""Leśne skrzaty"" ";WIELKOPOLSKIE > Powiat kaliski > Blizanów > Jarantów Jarantów 47;WIELKOPOLSKIE ;Powiat kaliski ;Blizanów ;Jarantów Jarantów 47;51.9336679;18.0604487;;aniagrabarek@wp.pl;531716350;11;11;1000.0 zł;;;;10.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;"Stowarzyszenie na rzecz rozwoju wsi Jarantów ""Od przedszkolaka do Żaka"""; 47 62-814 Blizanów, Jarantów, wieś;9680972533;302155022;1922/P;;NIE
5136;Żłobek;" ""Mini Kangurek""";MAZOWIECKIE > Powiat płoński > Płońsk > Płońsk ul. Kolejowa 20;MAZOWIECKIE ;Powiat płoński ;Płońsk ;Płońsk ul. Kolejowa 20;52.6194776;20.3674052;www.kangurek.eu;plonsk@akn.pl;608 703 557;36;36;1290.0 zł;;;210.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;TAK;Beata Archutowska  Akademia Nauki;;5691768449;142014207;1926/P;www.kangurek.eu;NIE
5137;Żłobek;"Żłobek Publiczny ""Baśniowe Wzgórze""' w Ludwikowicach Kłodzkich";DOLNOŚLĄSKIE > Powiat kłodzki > Nowa Ruda > Ludwikowice Kłodzkie ul. Stefana Batorego 1;DOLNOŚLĄSKIE ;Powiat kłodzki ;Nowa Ruda ;Ludwikowice Kłodzkie ul. Stefana Batorego 1;50.6196189;16.4721887;zlobek-ludwikowice.edupage.org;zlobek.ludwikowice@gmina.nowaruda.pl;74 871 62 14 ;80;62;;;2.97 zł;;12.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - mieszkaniec gminyNowa Ruda, którego objęcie wychowaniem przedszkolnym jest niemozliwe ze wzgledu na brak miejsc w przedszkolu: 70.0% ;Godziny pracy: ;NIE;Gmina Nowa Ruda;ul.  Niepodległości 2 57-400 Nowa Ruda , Nowa Ruda, miasto;8851534651;890718142;1927/P;;NIE
5138;Żłobek;"Żłobek ""Miś Uszatek""";MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Orlego Lotu 4;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Praga-Południe ;Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Orlego Lotu 4;52.22725089999999;21.0905508;www.żłobek-warszawa.pl;misuszatek@buka.edu.pl;881 620 330;15;15;1390.0 zł;;;;14.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ;NIE;Buka S.C. Karolina Rucińska, Paweł Jóźwik;ul.  Niekłańska 21 lok. 1 03-924 Warszawa - Praga-Południe, Warszawa - Praga-Południe, dzielnica m. st. Warszawy;7591740926;147006649;2989/P;żłobek-warszawa.pl;NIE
5139;Klub dziecięcy;"Klub Dziecięcy ""Happy Days - Szczęśliwe Dni""";WIELKOPOLSKIE > Powiat Leszno > Leszno > Leszno ul. Jana Poplińskiego 1a;WIELKOPOLSKIE ;Powiat Leszno ;Leszno ;Leszno ul. Jana Poplińskiego 1a;51.8394313;16.5739347;;dyrektor@happydays-leszno.pl;608111377;19;0;199.0 zł;;;;8.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;"Fundacja ""Happy Days- Szczęśliwe Dni""";ul.  Grzybowska 80/82 lok. lok. 700 00-844 Warszawa - Śródmieście, Warszawa - Śródmieście, dzielnica m. st. Warszawy;4990647718;321330335;1949/P;;TAK
