Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"Żłobek Nr 3";"WIELKOPOLSKIE > Powiat Kalisz > Kalisz > Kalisz Bogumiła i Barbary 14a";"www.zlobeknr3.kalisz.pl";"zlobek3@um.kalisz.pl";"62 753 07 08 ";"171";"171";"402.99 zł";"15.0 zł";;;"7.5 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Samotne wychowanie dziecka: 50.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 60.0% Zniżka - prawo do pobierania zasiłku rodzinnego: wysokość zniżki 10 %  opłaty stałej przy jednym dziecku i 25 % opłaty stałej przy drugim dziecku  : 10.0% ";"Godziny pracy: ";"TAK";"Miasto Kalisz";"Główny Rynek 20 62-800 Kalisz";"6180015933";"250855877";"752/P";;"NIE"
"Żłobek";"Żłobek Nr 4 ";"WIELKOPOLSKIE > Powiat Kalisz > Kalisz > Kalisz, miasto al.  Aleja Wojska Polskiego 34";"www.zlobek4.kalisz.pl";"zlobek4@um.kalisz.pl";"62 764 00 70";"100";"100";"402.99 zł";"15.0 zł";;;"7.5 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Samotne wychowanie dziecka: 50.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 60.0% Zniżka - prawo do pobierania zasiłku rodzinnego: wysokość zniżki 10 % opłaty stałej przy jednym dziecku i 25 % opłaty stałej przy drugim dziecku: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:30 ";"NIE";"Miasto Kalisz";"Główny Rynek 20 62-800 Kalisz";"6180015933";"250855877";"752/P";;"NIE"
"Żłobek";"Żłobek ""MALUSZEK""  s.c.";"WIELKOPOLSKIE > Powiat Kalisz > Kalisz > Kalisz ul. Graniczna 76k";"www.maluszek-kalisz.pl";"maluszek0-3@wp.pl";"500003835";"26";"26";"1150.0 zł";;;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"MALUSZEK S.C. EMILIA STRZELEC, JAKUB STRZELEC";"ul.  Graniczna 76k 62-800 Kalisz, Kalisz, miasto";"6182140571";"301980451";"779/P";;"NIE"
"Żłobek";"Żłobek ""Chatka Puchatka""";"MAZOWIECKIE > Powiat grodziski > Grodzisk Mazowiecki > Grodzisk Mazowiecki 3 Maja 21B";"http://zlobekchatkapuchatka.pl";"gasinskasylwia74@gmail.com";"514801787";"24";"24";"1200.0 zł";;;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% Zniżka - Dotacja z budżetu Gminy na dziecko zamieszkałe na terenie Gminy, w wysokości 400 zł miesięcznie lub 40 zł miesięcznie, zgodnie z Uchwałą Rady Miejskiej nr 37/2018 z dnia 17.12.2018r: 33.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:00 ";"NIE";"Sylwia Gąsińska";;"5341845907";"146130005";"812/P";;"NIE"
"Żłobek";"Żłobek ""Skrzat"" ";"MAZOWIECKIE > Powiat grodziski > Grodzisk Mazowiecki > Grodzisk Mazowiecki Okrężna 108";"http://skrzat.info.pl";"skrzat.zlobek@gmail.com";"504588557";"65";"64";"1700.0 zł";"30.0 zł";;;"18.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% Zniżka - Dotacja z budżetu Gminy na dziecko zamieszkałe na terenie Gminy, w wysokości 400 zł miesięcznie lub 40 zł miesięcznie, zgodnie z Uchwałą Rady Miejskiej nr 37/2018 z dnia 17.12.2018r. : 29.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Skrzat sp z o.o.";"ul.  Okrężna 108 05-825 Grodzisk Mazowiecki, Grodzisk Mazowiecki, miasto";"5291841622";"522514835";"813/P";"www.skrzat.info.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Wesoły Minibus""";"MAZOWIECKIE > Powiat grodziski > Grodzisk Mazowiecki > Książenice Mazowiecka 87a";"www.wesoly-autobus.pl";"info@wesoly-autobus.pl";"607444240";"15";"0";"800.0 zł";;;"240.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"NIE";"Kinga Muszyńska";;"5291546811";"141913412";"723/P";"www.wesoly-autobus.pl";"NIE"
"Żłobek";"Gminny Żłobek Nr 1";"MAZOWIECKIE > Powiat piaseczyński > Konstancin-Jeziorna > Konstancin-Jeziorna ul. Anny Walentynowicz 3";"www.zlobekkonstancin.pl";"zlobeknr1@post.pl";"227543939";"75";"75";"150.0 zł";;;;"8.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - Konstancińska Karta Mieszkańca: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"Gmina Konstancin-Jeziorna";"ul.  Piaseczyńska 77 05-520 Konstancin-Jeziorna, Konstancin-Jeziorna, miasto";"1231217438";"013271045";"3394/P";"www.konstancinjeziorna.pl";"NIE"
"Żłobek";"Miejski Żłobek Integracyjny";"MAZOWIECKIE > Powiat sochaczewski > Sochaczew > Sochaczew ul. Prezydenta Ryszarda Kaczorowskiego 2 A";"www.zlobek.sochaczew.pl";"dyrektor@zlobek.sochaczew.pl";"46 862 40 47";"115";"115";;;"4.24 zł";;"8.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Gmina Miasto Sochaczew";"ul. 1 Maja 16 96-500 Sochaczew, Sochaczew, miasto";"8371691451";"750148644";"771/P";"www.sochaczew.pl";"NIE"
"Klub dziecięcy";"Klub Dziecięcy ABC ""Świat Malucha""";"MAZOWIECKIE > Powiat sochaczewski > Sochaczew > Sochaczew ul. Stanisława Staszica 47";;"swiat.malucha.przedszkole@gmail.com";"602634137";"30";"30";"400.0 zł";;;;"8.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Klub Dziecięcy ABC ""Świat Malucha"" Ostrowska Marta";;"8371667381";"141940952";"815/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek ""Pajacyk"" s.c. przedsiębiorców: Anny Łukasik, Anny Firlik";"MAZOWIECKIE > Powiat pruszkowski > Brwinów > Parzniew ul. Działkowa 79 lok. 3";;"zlobek.pajacyk@wp.pl";"513994245";"12";"12";"1000.0 zł";;;"350.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ";"NIE";"Niepubliczny Żłobek ""Pajacyk"" s.c. przedisębiorców: Anny Łukasik, Marleny Dybowskiej";"ul.  Działkowa 79 lok. 3 05-808 Brwinów, Parzniew, wieś";"5342487870";"146290921";"816/P";"strona internetowa";"NIE"
"Żłobek";"Integracyjny Żłobek Samorządowy Nr 2";"DOLNOŚLĄSKIE > Powiat Wałbrzych > Wałbrzych > Wałbrzych ul. Kasztelańska 7";;"zlobek2walbrzych@gmail.com";"74/664 28 19";"120";"94";;;"2.0 zł";;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: ";"TAK";"Gmina Wałbrzych";"pl. Magistracki 1 58-300 Wałbrzych";"8861005204";"890718490";"780/P";"https://www.um.walbrzych.pl/";"NIE"
"Żłobek";"Żłobek Samorządowy Nr 3";"DOLNOŚLĄSKIE > Powiat Wałbrzych > Wałbrzych > Wałbrzych ul. Niepodległości 15";;"iwonazborowska@wp.pl";"74/84 211 13";"65";"55";;;"2.0 zł";;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: ";"NIE";"Gmina Wałbrzych";"pl. Magistracki 1 58-300 Wałbrzych";"8861005204";"890718490";"780/P";"https://www.um.walbrzych.pl/";"NIE"
"Żłobek";"Żłobek Samorządowy Nr 4";"DOLNOŚLĄSKIE > Powiat Wałbrzych > Wałbrzych > Wałbrzych ul. Giserska 7";;"zlobeksamorzadowynr4@gmail.com";"668 604 498";"65";"56";;;"2.0 zł";;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: ";"NIE";"Gmina Wałbrzych";"pl. Magistracki 1 58-300 Wałbrzych";"8861005204";"890718490";"780/P";"https://www.um.walbrzych.pl/";"NIE"
"Żłobek";"Żłobek Samorządowy Nr 5";"DOLNOŚLĄSKIE > Powiat Wałbrzych > Wałbrzych > Wałbrzych Zofii Nałkowskiej 4a";;"infobiuro5@gmail.com";"74/666 28 29";"50";"39";;;"2.0 zł";;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Dochód rodzinny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: ";"NIE";"Gmina Wałbrzych";"pl. Magistracki 1 58-300 Wałbrzych";"8861005204";"890718490";"780/P";"https://www.um.walbrzych.pl/";"NIE"
"Żłobek";"Żłobek Kids Montessori";"MAZOWIECKIE > Powiat pruszkowski > Brwinów > Brwinów ul. Magnolii 1";;"kontakt@kids-montessori.pl";"604974474";"20";"20";"1600.0 zł";;;;"20.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Magdalena Witkowska";;"7642057459";"146172400";"798/P";"www.kids-montessori.pl";"NIE"
"Żłobek";"Żłobek Miejski ,,Szarotka""";"POMORSKIE > Powiat malborski > Malbork > Malbork ul. 17 Marca 17";"https://zlobekmalbork.pl/";"szarotkazlobek@o2.pl";"556472545";"60";"60";"814.4 zł";"127.26 zł";;;"6.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"TAK";"Gmina Miejska Malbork";"pl.  Plac Słowiański 5 82-200 Malbork, Malbork, miasto";"5792230763";"170747827";"819/P";"www.urzad.malbork.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Pod Bocianem""";"MAZOWIECKIE > Powiat warszawski zachodni > Błonie > Błonie Orzeszkowej 14";"www.pod-bocianem.pl";"biuropodbocianem@gmail.com";"509.644.222";"38";"38";"1730.0 zł";;;"300.0 zł";;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 12.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-18:00 ";"TAK";"Niepubliczny Żłobek ""Pod Bocianem"" Agnieszka Pawlak";;"5340210495";"012569660";"820/P";"WWW.POD-BOCIANEM.PL";"NIE"
"Klub dziecięcy";"KLUB DZIECIECY AKADEMIA SMYKA";"MAZOWIECKIE > Powiat miński > Siennica > Siennica Ogrodowa 2";"www.akademiasmyka.eu";"przedszkole@akademiasmyka.eu";"25 740 56 33";"17";"15";"580.0 zł";;;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 06:30-18:00 ";"TAK";"SIBILSKI KRZYSZTOF";;"5321776238";"142970783";"781/P";"www.akademiasmyka.eu";"NIE"
"Żłobek";"Żłobek Publiczny w Bielawie";"DOLNOŚLĄSKIE > Powiat dzierżoniowski > Bielawa > Bielawa, miasto ul. gen. Grota Roweckiego 7";;"zlobek@oswiata.bielawa.pl";"74 6452226";"120";"88";"540.0 zł";"72.0 zł";;;"9.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: ";"TAK";"Gmina Bielawa";"pl. Wolności 1 58-260 Bielawa";"8821001453";"890717823";"14042/P";"www.um.bielawa.pl";"NIE"
"Żłobek";"Żłobek Miejski w Kamiennej Górze";"DOLNOŚLĄSKIE > Powiat kamiennogórski > Kamienna Góra > Kamienna Góra Spacerowa 10";"www.zlobekkg.szkolnastrona.pl";"zlobek@umkg.pl";"757442176";"72";"72";;;"3.39 zł";;"10.0 zł";"Zniżka - zwroty za nieobecność dziecka z powodu np. choroby: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 5:45-15:45 ";"TAK";"Gmina Miejska Kamienna Góra";"pl.  Grunwaldzki 1 58-400 Kamienna Góra, Kamienna Góra, miasto";"6140102927";"230821316";"827/P";"www.kamiennagora.pl";"NIE"
"Żłobek";"Żłobek, Barbara Walczak BAJKONET";"DOLNOŚLĄSKIE > Powiat głogowski > Głogów > Głogów Spółdzielcza 17 lok. A";"przedszkolewsieci.jimdo.com";"barbara1025@wp.pl";"508232609";"42";"20";"700.0 zł";;;"250.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 33.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:30 ";"TAK";"Barbara Walczak Żłobek Bajkonet";;"6931339519";"021034971";"782/P";"przedszkolewsieci.jimdo.com";"NIE"
"Żłobek";"Miejski Żłobek";"MAZOWIECKIE > Powiat Siedlce > Siedlce > Siedlce ul. Stefana Batorego 2";"www.zlobek.siedlce.pl";"dyrektor@zlobek.siedlce.pl";"257943386";"110";"110";"296.94 zł";"15.0 zł";;"190.0 zł";;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 25.0% Zniżka - Niepełnosprawność w rodzinie, samotne wychowanie dzieci - jeżeli co najmniej dwoje dzieci jednocześnie uczęszcza do żłobka. Jeżeli rodzicom dziecka przyznano prawo do zasiłku rodzinnego.: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Miejski Żłobek";"ul. Stefana Batorego 2 08-110 Siedlce";"8212608609";"142562854";"742/P";;"NIE"
"Żłobek";"Żłobek Niepubliczny ""Jaś i Małgosia""";"MAZOWIECKIE > Powiat Siedlce > Siedlce > Siedlce ul. Ogińskich 45";"www.niepublicznyzlobek.siedlce.pl";"biuro@niepublicznyzlobek.siedlce.pl";"661668887";"40";"40";"950.0 zł";;;;"15.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Żłobek Niepubliczny Jaś i Małgosia Małgorzata Lewczuk";;"8211434538";"710418193";"799/P";"www.niepublicznyzlobek.siedlce.pl";"NIE"
"Żłobek";"Żłobek "" Przystań maluszka"" ";"DOLNOŚLĄSKIE > Powiat głogowski > Głogów > Głogów, miasto ul.  Polska 33,35";"www.edukacja.wzgorzadalkowskie.pl";"biuro@wzgorzadalkowskie.pl";"683888431";"41";"38";"640.0 zł";;;;"7.15 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"Fundacja Porozumienie Wzgórz Dalkowskich";"ul.  Głogowska 10 lok. - 67-124 Nowe Miasteczko, Nowe Miasteczko, miasto";"9252020159";"080106331";"136/P";"www.wzgorzadalkowskie.pl";"NIE"
"Żłobek";"Żłobek Niepubliczny ""Wesołe Misie""";"MAZOWIECKIE > Powiat Siedlce > Siedlce > Siedlce ul. Ogrodowa 85";"wesole-misie.pl";"wesole-misie@wp.pl";"724335667";"38";"38";"1200.0 zł";;;;"10.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:00 ";"NIE";"Żłobek Wesołe Misie Małgorzata Lange";;"4960242827";"146199221";"2327/P";"wesole-misie.pl";"NIE"
"Żłobek";"Miejski Żłobek Integracyjny  "" Dom nad strumykiem "" w Głogowie";"DOLNOŚLĄSKIE > Powiat głogowski > Głogów > Głogów ul. Strumykowa 3";"www.dom-nad-strumykiem.pl";"zlobek@dom-nad-strumykiem.pl";"767240720";"121";"121";;;"2.5 zł";;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:30 ";"TAK";"Gmina Miejska Głogów";"ul.  Rynek 10 67-200 , Głogów, miasto";"6930012466";"390647297";"27329/P";;"NIE"
"Żłobek";"Żłobek i Miniprzedszkole Językowe Gaduła";"DOLNOŚLĄSKIE > Powiat trzebnicki > Oborniki Śląskie > Oborniki Śląskie ul. Nowowiejska 2";"www.gadula.com.pl";"gadula@gadula.com.pl";"713103114";"15";"15";"900.0 zł";;;;"17.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Żłobek i Miniprzedszkole Językowe Gaduła";"ul.  Nowowiejska 2 55-120 Oborniki Śląskie, Oborniki Śląskie, miasto";"9151749597";"020857995";"14088/P";"www.gadula.com.pl";"NIE"
"Żłobek";"Żłobek "" Tęczowe Nutki"" Ewa Zielińska, Kamila Zielińska s.c";"DOLNOŚLĄSKIE > Powiat głogowski > Głogów > Głogów ul. Wojska Polskiego 14";"www.teczowenutki.pl";"info@teczowenutki.pl";"768320811";"32";"28";"400.0 zł";;;"290.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Tęczowe Nutki Ewa Zielińska, Kamila Zielińska s.c";"ul.  Wojska Polskiego 14 67-200 Głogów, Głogów, miasto";"6932174776";"022186482";"831/P";"www.teczowenutki.pl";"NIE"
"Żłobek";"Klaudyna Frelik Niepubliczny Żłobek ""Tęczowa kraina""";"MAZOWIECKIE > Powiat garwoliński > Garwolin > Garwolin ul. Janusza Korczaka 46 lok. LU12";"www.teczowakraina.eu";"biuro@teczowakraina.eu";"513738635";"32";"32";"900.0 zł";"20.0 zł";;;"15.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Klaudyna Frelik Niepubliczny Żłobek ""Tęczowa kraina""";;"8262041257";"146808370";"776/P";;"NIE"
"Żłobek";"Żłobek ""Tęczowy Zakątek""";"DOLNOŚLĄSKIE > Powiat jaworski > Jawor > Jawor Armii Krajowej 10";"www.zlobekjawor.pl";"zlobekjawor@tlen.pl";"600 851 509";"116";"116";"630.0 zł";;;;"4.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota, Niedziela 6:00-16:00 ";"NIE";"Żłobek ""Tęczowy Zakątek"" Alicja Iwaśków";;"6951370751";"020780991";"740/P";;"NIE"
"Żłobek";" Żłobek Miejski Nr 1";"DOLNOŚLĄSKIE > Powiat dzierżoniowski > Dzierżoniów > Dzierżoniów, miasto os.  Osiedle Błękitne 28";"zlobekdzierzoniow.superszkolna.pl";"sekretariat@zlobek.dzierzoniow.pl";"74 831 51 05";"72";"72";"400.0 zł";;;;"9.5 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Gmina Miejska Dzierżoniów";"Rynek 1 58-200 Dzierżoniów";"8821000034";"890717830";"725/P";;"NIE"
"Żłobek";"""Mali Odrywcy"" Żłobek";"DOLNOŚLĄSKIE > Powiat milicki > Milicz > Milicz Krotoszyńska 13";"https://maliodkrywcymilicz.prv.pl/";"m.platek.maliodkrywcy@gmail.com";"503 691 875";"24";"19";"450.0 zł";;;"220.0 zł";;;"Godziny pracy: ";"TAK";"""Centrum Rozwoju"" Monika Płatek";;"9161376614";"021642251";"726/P";"brak";"NIE"
"Klub dziecięcy";"Klub Dziecięcy przy Przedszkolu Parafialnym im. św. Feliksa z Cantalicio w Miliczu";"DOLNOŚLĄSKIE > Powiat milicki > Milicz > Milicz Kościelna 3";"http://www.przedszkoleparafialne.pl";"przedszkole.parafialne@wp.pl";"713842875";"10";"7";"400.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 8:00-13:00 ";"NIE";"Parafia rzymskokatolicka św. Michała Archanioła";"ul.  Kościelna 5 56-300 Milicz, Milicz, miasto";"9161341018";"040016866";"14324/P";"http://www.archidiecezja.wroc.pl/parafia.php?id_dek=17&id_par=4";"NIE"
"Żłobek";"Incy-Wincy";"MAZOWIECKIE > Powiat piaseczyński > Piaseczno > Piaseczno Julianowska 86A";;"sekretariat@incywincy.pl";"513993489";"30";"7";"1560.0 zł";;;;"12.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-19:00 ";"NIE";"Firma Szkoleniowo-Usługowa PAMM Małgorzata Medyńska";;"9511341847";"142043150";"3286/P";;"NIE"
"Żłobek";"Żłobuś Maluszek";"MAZOWIECKIE > Powiat piaseczyński > Piaseczno > Piaseczno ul. Księcia Janusza I Starego 9";"www.maluszek.edu.pl";"zlobus.maluszek@gmail.com";"601791888";"49";"38";"1350.0 zł";;;;"15.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 6.0% ";"Godziny pracy: Poniedziałek 07:00-18:00 Wtorek 07:00-18:00 Środa 07:00-18:00 Czwartek 07:00-18:00 Piątek 07:00-18:00 ";"NIE";"MALUSZEK Magdalena Niewczas";;"1230689371";"146229844";"11748/P";"www.maluszek.edu.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek u Żwirka";"MAZOWIECKIE > Powiat piaseczyński > Piaseczno > Baszkówka Sadowa 14C";;"aga.zawislak@interia.eu";"604954772";"100";"100";"1400.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:00 ";"TAK";"Agnieszka Zawiślak";;"1230210440";"015701716";"744/P";;"NIE"
"Żłobek";"Publiczny Żłobek Miejski w Kozienicach";"MAZOWIECKIE > Powiat kozienicki > Kozienice > Kozienice Marii Skłodowskiej-Curie 3";"www.zlobek-kozienice.pl";"pzmkozienice@wp.pl";"(48) 614-60-41";"116";"116";"169.68 zł";"46.66 zł";;;"12.73 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"TAK";"Gmina Kozienice";"ul.  Parkowa 5 26-900 Kozienice, Kozienice, miasto";"8121828216";"670223333";"3390/P";"www.kozienice.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Akademia Maluszka""";"DOLNOŚLĄSKIE > Powiat dzierżoniowski > Dzierżoniów > Dzierżoniów ul. Szkolna 14";"www.dzierzoniow.pead.pl";"przedszkoledzierzoniow@op.pl";"748340004";"60";"25";"900.0 zł";;;;"14.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Niepubliczny Żłobek Akademia Maluszka";;"8821110521";"890591144";"774/P";"www.dzierzoniow.pead.pl";"NIE"
"Żłobek";"Żłobek Miejski";"PODKARPACKIE > Powiat dębicki > Dębica > Dębica Sienkiewicza 6a";"www.zlobekdebica.pl";"zlobekdebica@interia.pl";"146812414";"97";"95";"594.0 zł";;;;"7.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:30 ";"TAK";"Gmina Miasto Dębica";"ul.  Ratuszowa 2 39-200 Dębica, Dębica, miasto";"8722230742";"851661205";"783/P";;"NIE"
"Żłobek";"Żłobek ""Bajkowy Zakątek""";"MAZOWIECKIE > Powiat piaseczyński > Góra Kalwaria > Góra Kalwaria ul. Dominikańska 34";"www.bajkowyzakatek";"bajkowyzakatek@wp.pl";"724617000";"5";"5";"950.0 zł";;;;"10.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:45-18:00 ";"NIE";"""Bajkowy Zakątek"" Kubicka Kubicki sp. j.";"ul.  Pijarska 23b 05-530 Góra Kalwaria, Góra Kalwaria, miasto";"1231225840";"146267224";"728/P";;"NIE"
"Żłobek";"Żłobek Miejski ""Motylkowy Świat"" w Legionowie";"MAZOWIECKIE > Powiat legionowski > Legionowo > Legionowo Ppłk. Edwarda Dietricha 1";"www.zlobek.legionowo.pl";"dyrektor@zlobek.legionowo.pl";"227745622";"192";"176";"848.4 zł";;;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"Gmina Legionowo";"Marsz. Józefa Piłsudskiego 41 05-120 Legionowo";"5361923243";"015891295";"786/P";;"NIE"
"Żłobek";"SKRZACIK";"DOLNOŚLĄSKIE > Powiat wrocławski > Siechnice > Zębice Leśna 16";"www.skrzacik.net";"pati.kuczynska@gmail.com";"606 963 011";"32";"18";"1400.0 zł";"50.0 zł";;;"21.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 7.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Patrycja Kuczyńska TOTU";;"8981989456";"020922847";"8545/P";"www.skrzacik.net";"NIE"
"Żłobek";"ŻYRAFKA";"DOLNOŚLĄSKIE > Powiat wrocławski > Siechnice > Siechnice Gen. Emila Fieldorfa 3";"www.zyrafka-siechnice.pl";"zlobek@zyrafka-siechnice.pl";"694 008 434";"15";"15";"1575.0 zł";"20.0 zł";;;"25.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 6:30-16:30 ";"NIE";"JAKUB LEKKI";;"8992539403";"022048610";"3391/P";"www.zyrafka-siechnice.pl";"NIE"
