Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"Żłobek nr 32";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul. Tadeusza Sygietyńskiego 4";"www.zlobki.waw.pl";"zlobek32@zlobki.waw.pl";"723248047";"79";"90";;;"0.0 zł";;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 33";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul. Władysława Umińskiego 9";"www.zlobki.waw.pl";"zlobek33@zlobki.waw.pl";"723248048";"104";"114";"0.0 zł";;;;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 42";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Targówek > Warszawa - Targówek, dzielnica m. st. Warszawy ul.  Chodecka 9";"www.zlobki.waw.pl";"zlobek42@zlobki.waw.pl";"797 990-842";"150";"88";;;"0.0 zł";;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 46";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Bielany > Warszawa - Bielany, dzielnica m. st. Warszawy ul. Stanisława Przybyszewskiego 70/72";"www.zlobki.waw.pl";"zlobek46@zlobki.waw.pl";"797990856";"123";"123";;;"0.0 zł";;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"TAK";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 4";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Mokotów > Warszawa - Mokotów, dzielnica m. st. Warszawy ul.  Wiktorska 94/96";"www.zlobki.waw.pl";"zlobek4@zlobki.waw.pl";"502267840";"152";"158";;;"0.0 zł";;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 14";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Bielany > Warszawa - Bielany, dzielnica m. st. Warszawy ul.  Wrzeciono 4";"www.zlobki.waw.pl";"zlobek14@zlobki.waw.pl";"+48 723 248 034";"128";"129";"0.0 zł";;;;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 18";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Wola > Warszawa - Wola, dzielnica m. st. Warszawy ul.  Smocza 1a";"www.zlobki.waw.pl";"zlobek18@zlobki.waw.pl";"723 248 039";"103";"113";"0.0 zł";;;;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 20";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Śródmieście > Warszawa - Śródmieście, dzielnica m. st. Warszawy ul.  Wilcza 27a";"www.zlobki.waw.pl";"zlobek20@zlobki.waw.pl";"723248056";"101";"110";;;"0.0 zł";;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 50";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Ochota > Warszawa - Ochota, dzielnica m. st. Warszawy ul.  Nowogrodzka 75";"www.zlobki.waw.pl";"zlobek50@zlobki.waw.pl";"502268080";"93";"105";"0.0 zł";;;;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"TAK";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 24";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Żoliborz > Warszawa - Żoliborz, dzielnica m. st. Warszawy ul. ks. Jerzego Popiełuszki 15";"www.zlobki.waw.pl";"zlobek24@zlobki.waw.pl";"797990824";"97";"107";"0.0 zł";;;;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 25";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Śródmieście > Warszawa - Śródmieście, dzielnica m. st. Warszawy ul.  Drewniana 10/16";"www.zlobki.waw.pl";"zlobek25@zlobki.waw.pl";"723 248 062 ";"60";"63";;;"0.0 zł";;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 36";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Białołęka > Warszawa - Białołęka, dzielnica m. st. Warszawy ul.  Strumykowa 18";"www.zlobki.waw.pl";"zlobek36@zlobki.waw.pl";"797 990 836";"139";"155";;;"0.0 zł";;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek nr 43";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Targówek > Warszawa - Targówek, dzielnica m. st. Warszawy ul. Wacława Tokarza 4";"www.zlobki.um.warszawa.pl";"zlobek43@zlobki.waw.pl";"723 248 081";"106";"107";"0.0 zł";;;;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:30 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Żłobek Słoneczny Domek";"POMORSKIE > Powiat Gdańsk > Gdańsk > Gdańsk Królewskie Wzgórze 9 lok. 18";"www.slonecznydomek.com.pl";"sloneczny.domek@wp.pl";"502665382";"20";"17";"1700.0 zł";"10.0 zł";;;"19.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ";"NIE";"Słoneczny Domek Karolina Kąkol";;"5832661074";"221017920";"1283/P";"www.slonecznydomek.com.pl";"NIE"
"Klub dziecięcy";"KLUB MALUCHA ""RADOSNY KRASNAL""";"ŁÓDZKIE > Powiat Łódź > Łódź-Widzew > Łódź-Widzew ul. Ketlinga 23";"www.radosnykrasnal.pl";"a.b.klim@interia.pl";"790560633";"15";"14";"1400.0 zł";;;;"12.42 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:30 ";"NIE";"Klub Malucha ""Radosny Krasnal"" Aleksandra Klimkiewicz";;"7282211555";"101700937";"1348/P";"www.radosnykrasnal.pl";"NIE"
"Klub dziecięcy";"Klub Dziecięcy ""Sopocka Szkoła Montessori """;"POMORSKIE > Powiat Sopot > Sopot > Sopot ul. Tatrzańska 19";"www.montessori.sopot.pl";"joannaustowska@montessori.sopot.pl";"515256107";"15";"14";"1700.0 zł";;;;"21.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% Zniżka - &6 pkt 3 Umowy- nieobecność dłuższa niż 30 dni: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 09:00-15:00 ";"TAK";"Joanna Ustowska";;"5851168363";"193046363";"1584/P";"www.montessori.sopot.pl";"NIE"
"Klub dziecięcy";"Prywatny Klub Dziecięcy ""Malutkie Misie-żłobek dla dzieci od 1 do 3 lat""";"ŚLĄSKIE > Powiat Jaworzno > Jaworzno > Jaworzno ul. Bursztynowa 3";"www.malutkiemisie.pl";"kontakt@malutkiemisie.pl";"791-111-031";"22";"4";"1200.0 zł";;;;"18.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"Robert Siata";;"6321802367";"278234870";"1598/P";"www.malutkiemisie.pl";"NIE"
"Żłobek";"Żłobek ""Mini Raj"" Beata Laskowska";"MAZOWIECKIE > Powiat miński > Mińsk Mazowiecki > Mińsk Mazowiecki ul. Warszawskie Przedmieście 32";"www.miniraj.pl";"zlobekminiraj@wp.pl";"602471741";"23";"20";"1100.0 zł";;;"300.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 9.0% Zniżka - Miński Bon Malucha - Miejski Ośrodek Pomocy Społecznej - dofinansowanie w wysokości 400 zł dla dzieci z miasta i gminy Mińsk Mazowiecki: 36.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Żłobek ""Mini Raj"" Beata Laskowska";;"9521028431";"711646861";"1614/P";"www.miniraj.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Bajkowy""";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Krowodrza > Kraków-Krowodrza ul. Samuela Bogumiła Lindego 13 lok. 20";"www.abkcentrumopieki.pl";"biuro@abkcentrumopieki.pl";"517712837";"19";"19";"1900.0 zł";"35.0 zł";;;"17.5 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 1.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% Zniżka - nieobecność dziecka powyżej 14 dni w miesiącu: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Centrum Profesjonalnej Opieki Anita Bobula-Kurowska";;"6771448569";"123149209";"2540/P";"www.abkcentrumopieki.pl";"NIE"
"Żłobek";"Żłobek Niepubliczny ""Gumisiowy Las""";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Śródmieście > Kraków-Śródmieście ul. Na Barciach 14 lok. 1LU, 2LU";"www.gumisiowylas.pl";"biuro@gumisiowylas.pl";"538437437";"40";"33";"2240.0 zł";;;;"21.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"Barbara Konopa";;"6612137957";"123082089";"11567/P";"www.gumisiowylas.pl";"NIE"
"Żłobek";"Alfik";"KUJAWSKO-POMORSKIE > Powiat Toruń > Toruń > Toruń ul. Władysława Dziewulskiego 31";"www.alfik.com.pl";"przedszkole@alfik.com.pl";"56 6484974";"93";"26";"900.0 zł";;;"200.0 zł";;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Samotne wychowanie dziecka: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"ALFIK Przedszkole Żłobek";;"8791054567";"870569605";"3255/P";"www.alfik.com.pl";"NIE"
"Żłobek";"Kangurek";"KUJAWSKO-POMORSKIE > Powiat Toruń > Toruń > Toruń ul. Franciszka Tadeusza Rakowicza 3";;"przedszkole@kangurek.com.pl";"566483673";"47";"25";"1000.0 zł";;;"200.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Aldona Gajkowska";;"8791108731";"870551670";"3256/P";;"NIE"
"Żłobek";"PROMYK";"ZACHODNIOPOMORSKIE > Powiat Szczecin > Szczecin > Szczecin ul. Teofila Starzyńskiego 3-4";"www.promyk.szczecin.pl";"ps@promyk.szczecin.pl";"91 434 15 12";"32";"7";"1320.0 zł";"50.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"HELENA GRZYWACZ";;"8511048087";"810465166";"2600/P";"www.promyk.szczecin.pl";"NIE"
"Żłobek";"Filia Żłobka Miejskiego";"ŚLĄSKIE > Powiat Chorzów > Chorzów > Chorzów ul. Jana Kochanowskiego 18";"https://chorzow.zlobki.org.pl";"batory@zlobekchorzow.eu";"694903505";"77";"76";"637.0 zł";"25.0 zł";;;"10.0 zł";"Zniżka - Na wniosek rodziców, za 2 i każde następne dziecko o 50%. Na wniosek rodziców za 3 i każde następne dziecko 100%, gdy dochód na 1 członka rodziny nie przekracza wynagrodzenia minimalnego za pracę.: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"NIE";"Gmina Chorzów";"ul. Rynek 1 41-500 Chorzów";"6272733808";"276255306";"540/P";"www.chorzow.eu";"NIE"
"Żłobek";"Zaczarowany Ogród Iwona Jasik";"ZACHODNIOPOMORSKIE > Powiat szczecinecki > Szczecinek > Szczecinek ul. Kościuszki 67";"www.zaczarowanyogrod.net";"iwona.jasik@interia.pl";"693442692";"25";"24";"700.0 zł";;;;"13.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:00 ";"NIE";"Iwona Jasik";;"6731212955";"320892120";"2894/P";"http://www.zlobek.net/";"NIE"
"Żłobek";"Żłobek nr 52";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Wilanów > Wilanów ul. św. Urszuli Ledóchowskiej 8a";"zlobek52@zlobki.waw.pl";"mkedzierska@zlobki.waw.pl";"502 267 820  ";"125";"147";"0.0 zł";;;;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"Samorządowy Integracyjny Żłobek ""Magiczny Świat Maluchów"" ";"DOLNOŚLĄSKIE > Powiat karkonoski > Szklarska Poręba > Szklarska Poręba ul. Osiedle Huty 1";"http://www.zlobek-szklarskaporeba.pl";"zlobek.szklarska@poczta.fm";"75 76 77 460";"45";"45";;;"0.0 zł";;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Miasto Szklarska Poręba";"ul. Granitowa 2 58-580 Szklarska Poręba";"6110203925";"230821641";"1772/P";"www.szklarskaporeba.pl";"NIE"
"Żłobek";"Żłobek Nr 5  KAROLINKA";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów ul. Wołyńska 4";"www.mzz.itl.pl";"zlobek5@mzz.resman.pl";"17 748 34 78";"166";"167";"551.0 zł";"42.0 zł";;;"9.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"GMINA MIASTO RZESZÓW";"ul.  Rynek 1 35-064 Rzeszów, Rzeszów, miasto";"8130008613";"690581353";"225/P";"www.erzeszow.pl";"NIE"
"Żłobek";"Żłobek nr 10 Dzwoneczek ";"POMORSKIE > Powiat Gdańsk > Gdańsk > Gdańsk ul. Królewskie Wzgórze 2";"www.zlobki.gda.pl";"dzwoneczek@zlobki.gda.pl";"583041208";"96";"97";"894.0 zł";"50.0 zł";;;"10.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 100.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - dziecko, na które pobierany jest zasiłek rodzinny.: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"NIE";"Gmina Miasta Gdańska";"ul.  Nowe Ogrody 8 lok. 12 80-803 Gdańsk, Gdańsk, miasto";"5830011969";"190559151";"557/P";"www.gdansk.pl";"NIE"
"Żłobek";"Żłobek ""Klub Maluszka Gwiazdolandia""";"ŚLĄSKIE > Powiat Katowice > Katowice > Katowice ul. Karola Stabika 34";"www.gwiazdolandia.com";"gwiazdolandia.katowice@gmail.com";"792029470";"44";"44";"1600.0 zł";"30.0 zł";;;"17.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Żłobek ""Klub Maluszka Gwiazdolandia"" Natalia Strzelecka";;"2220749824";"242738965";"2140/P";"www.gwiazdolandia.com";"NIE"
"Klub dziecięcy";"Sowy i Sówki";"WIELKOPOLSKIE > Powiat ostrowski > Ostrów Wielkopolski > Ostrów Wielkopolski ul. Krotoszyńska 156";"www.sowy-sowki.pl";"info@sowy-sowki.pl";"790 397 300";"30";"22";"800.0 zł";;;;"13.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Violetta Orczykowska";;"6171075829";"250947036";"115/P";"www.sowy-sowki.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek „Ala ma kota”  ";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Wawer > Warszawa - Wawer, dzielnica m. st. Warszawy ul.  Wygodna 4";"www.alamakota.edu.pl";"wygodna@alamakota.edu.pl";"506070792";"6";"2";"2300.0 zł";;;"150.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"TAK";"Ala ma kota Konrad Sadowski";;"5211115352";"010727496";"1953/P";"www.alamakota.edu.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek „Ala ma kota”  ";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Nasielska 32";"www.alamakota.edu.pl";"nasielska@alamakota.edu.pl";"516855543";"11";"5";"2900.0 zł";;;"150.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ";"TAK";"Ala ma kota Konrad Sadowski";;"5211115352";"010727496";"1953/P";"www.alamakota.edu.pl";"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBKE ALA MA KOTA";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Ochota > Warszawa - Ochota, dzielnica m. st. Warszawy al.  Aleje Jerozolimskie 181C";"www.alamakota.edu.pl";"jerozolimskie@alamakota.edu.pl";"517902904";"25";"13";"3500.0 zł";;;"150.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:45-17:30 ";"TAK";"FUNDACJA ALA MA KOTA";"ul.  Dereniowa 2 lok. 9 02-776 Warszawa - Ursynów, Warszawa - Ursynów, dzielnica m. st. Warszawy";"5213629055";"146048775";"1894/P";"www.alamakota.edu.pl";"NIE"
"Żłobek";"Urząd Miasta Sieradz";"ŁÓDZKIE > Powiat sieradzki > Sieradz > Sieradz ul. Władysława Łokietka 27 A";;"dyrektor@p3.sieradz.eu";"43 6777232";"50";"50";;;"4.2 zł";;"12.0 zł";"Zniżka -   zasiłek rodzinny: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"Gmina Miasto Sieradz";"pl.  Plac Wojewódzki 1 98-200 SIERADZ, Sieradz, miasto";"8272305485";"101706236";"1829/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek Zielona Wyspa";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze, delegatura ul.  Doktora Judyma 16";"www.zielonawyspa.edu.pl";"biuro@zielonawyspa.edu.pl";"505160113";"15";"15";"1950.0 zł";;;;"17.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 07:00-17:00 ";"NIE";"Jolanta Muszyńska";"ul.  Doktora Judyma 16 30-436 Kraków-Podgórze, Kraków-Podgórze, delegatura";"6671379030";"120728042";"3135/P";"www.zielonawyspa.edu.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Językowy ""Fair Play""";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze ul. Jana Dekerta 24";"www.przedszkolefairplay.info.pl";"biuro@przedszkolefairplay.pl";"507513071";"23";"14";"1699.0 zł";;;;"21.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"NIE";"PM & PM S.C. Magdalena Dubisz-Ucherska, Małgorzata Sas-Kusek";"ul. Jana Dekerta 24 30-703 Kraków-Podgórze, Kraków-Podgórze, delegatura";"6832045200";"121064905";"1896/P";"www.przedszkolefairplay.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Językowy ""Fair Play""";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze ul. Ruczaj 43";"www.przedszkolefairplay.info.pl";"biuro@przedszkolefairplay.pl";"507513071";"25";"17";"1699.0 zł";;;;"21.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"NIE";"PM & PM S.C. Magdalena Dubisz-Ucherska, Małgorzata Sas-Kusek";"ul. Jana Dekerta 24 30-703 Kraków-Podgórze, Kraków-Podgórze, delegatura";"6832045200";"121064905";"1896/P";"www.przedszkolefairplay.pl";"NIE"
"Żłobek";"Żłobek Montessori House";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze ul. Ernesta Solvaya 4 lok. 1";"www.montessori-house.pl";"montessorihousekrakow@gmail.com";"880247475";"15";"9";"2700.0 zł";;;;"20.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 08:00-16:30 ";"NIE";"PCE Dobre Inspiracje Wioletta Skubera";;"8941025976";"891369005";"2530/P";"www.montessori-house.pl";"NIE"
"Żłobek";"Żłobek Fiku Miku";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze ul. Gwieździsta 7";"www.fikumiku-krakow.pl";"kinga.kuciel@gmail.com";"691424240";"78";"47";"1850.0 zł";;;;"18.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"ERKO Kinga Kuciel";;"9441392092";"351365669";"3420/P";"www.fikumiku-krakow.pl";"NIE"
"Żłobek";"Akademia Malucha";"KUJAWSKO-POMORSKIE > Powiat bydgoski > Osielsko > Osielsko ul. Orla 12";"akademia-przedszkolaka.com.pl";"biuro@akademia-przedszkolaka.com.pl";"500076520";"90";"104";"1200.0 zł";;;;"16.8 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 9.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"Akademia Przedszkolaka s.c. Wioletta Chabowska, Norbert Raus";" 12 86-031 Osielsko, Osielsko, wieś";"5542920691";"341409096";"2552/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek nr 5";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze ul. Jana Kurczaba 6";"www.beztroskie-dziecinstwo.pl";"luberda@wp.pl";"600466847";"90";"67";"1790.0 zł";;;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"NIE";"Aleksandra Luberda";;"6792565903";"356321613";"2424/P";"www.beztroskie-dziecinstwo.pl";"NIE"
"Żłobek";"Infant House 2";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Krzyki > Wrocław-Krzyki, delegatura ul.  Borowska 264";"www.infanthouse.pl";"kontakt@infanthouse.pl";"713696106";"31";"31";"820.0 zł";;;;"25.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NMR Bożena Zapotoczna-Żołnierek";"ul.  Borowska 264 50-558 Wrocław-Krzyki, Wrocław-Krzyki, delegatura";"8990001510";"006012180";"3321/P";"www.infanthouse.pl";"NIE"
