Identyfikator instytucji;Typ instytucji;Nazwa;Województwo;Powiat;Gmina;Miejscowość;Ulica;Nr domu;Nr lokalu;Kod pocztowy;Geolokalizacja;Adres WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Liczba miejsc ze środków KPO;Liczba miejsc ze środków FERS;Liczba dzieci zapisanych na miejsca z KPO;Liczba dzieci zapisanych na miejsca z FERS;Podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia) - opłata miesięczna;Opłata miesięczna na miejscach z KPO/FERS;Stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Wydatki na funkcjonowanie – miesięcznie;W tym z programu Dofinansowanie wynagrodzeń;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Czy podmiot prowadzący zawiesił działalność instytucji opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzący - miejscowość;Podmiot prowadzący - ulica;Podmiot prowadzący - nr domu;Podmiot prowadzący - nr lokalu;Podmiot prowadzący - kod pocztowy;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub
"3748/Z";"Żłobek";"Pastelowy Żłobek";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"Wrocław-Fabryczna, delegatura";"ul.  Pilczycka";"139";;"54-144";"17.018617711639404;51.10695504965989";;"biuro@pasteloweprzedszkole.pl";"601855354";"11";"11";"0";"0";"0";"0";990.0;0.0;50.0;;;25.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"NIE";"Aleksandra Potocka";"Wrocław-Fabryczna, delegatura";"ul.  Pilczycka";"139";;"54-144";"8942913294";"021539168";"906/P";
"3750/Z";"Żłobek";"Akademia Fit Kid";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Krzyki";"Wrocław-Krzyki, delegatura";"ul. Lądecka";"14";;"50-559";"17.037575564956665;51.07569479333171";;"ladecka@montessori-wroclaw.com";"728545566";"15";"0";;;;;0.01;0.0;;;0.01;;;;;"Godziny pracy: Poniedziałek 00:00-00:00 ";"NIE";"TAK";"Magdalena Rembek-Pabisiak Akademia Fit Kid";"Wrocław-Krzyki, delegatura";"ul. Lądecka";"14";;"50-559";"7122008348";"021464996";"1940/P";
"3751/Z";"Żłobek";"Bajkowy Żłobek";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Krzyki";"Wrocław-Krzyki, delegatura";"ul. Pionierów";"6";;"52-112";"17.037575564956665;51.07569479333171";"fundacjabajkowyswiat.org";"zlobekbajkowyswiat@gmail.com";"796226060";"30";"29";;;;;2180.0;0.0;;;;15.0;;;"Zniżka - Umowa podstawowa (minimalny pakiet dydaktyczny): 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Fundacja ""Bajkowy Świat""";"Wrocław-Krzyki, delegatura";"ul. Pionierów";"6";;"52-112";"8992712250";"021470034";"937/P";"fundacjabajkowyswiat.org"
"3754/Z";"Żłobek";"""Bajeczka""";"MAŁOPOLSKIE";"oświęcimski";"Kęty";"Kęty, miasto";"os. Batalionów Chłopskich";"5";;"32-650";"19.227729158869398;49.887258356306916";"www.bajeczka.info.pl";"bajeczka@bajeczka.info.pl";"504216824";"83";"57";"60";"0";"57";"0";2250.0;2250.0;;;;16.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"TAK";"NIE";"Michał Kublin Żłobek ""BAJECZKA""";"Kęty, miasto";"os. Batalionów Chłopskich";"5";;"32-650";"5492255279";"122641894";"3397/P";"http://bajeczka-kety.edu.pl/"
"3756/Z";"Żłobek";"Baśniowa Kraina";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Krzyki";"Wrocław-Krzyki, delegatura";"ul.  Opolska";"135 A";;"52-013";"17.089387169311525;51.071502346525364";"www.basniowakraina.wroclaw.pl";"kontakt@basniowakraina.wroclaw.pl";"792299950";"20";"20";"0";"0";"0";"0";1795.5;0.0;100.0;;;18.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Niepubliczny Żłobek ""Baśniowa Kraina"" Agnieszka Matoszka";;;;;;"6112416921";"021477906";"938/P";"www.basniowakraina.wroclaw.pl"
"3758/Z";"Żłobek";"Żłobek YoungSter I";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Krzyki";"Wrocław-Krzyki, delegatura";"ul. Kawalerzystów";"3";"3";"53-004";"17.0051616;51.0604729";"www.young-ster.pl";"kontakt@young-ster.pl";"727920920";"18";"18";;;;;2298.0;0.0;50.0;;;25.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"EDUARKADIA SP. Z O. O.";"Wrocław-Krzyki, delegatura";"ul. Kawalerzystów";"3";"3";"53-004";"8992814068";"366875203";"1824/P";
"3761/Z";"Żłobek";"Klub Malucha Wyspa Odkrywców ";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"Wrocław-Fabryczna, delegatura";"ul. Eugeniusza Horbaczewskiego";"21";"a5";"54-130";"16.973281779098514;51.125767256239186";;"wyspaodkrywcow.wroclaw@gmail.com";"605739522";"27";"26";"0";"0";"0";"0";1590.0;0.0;80.0;;;19.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"NIE";"Paulina Religa";"Wrocław-Fabryczna, delegatura";"ul. Eugeniusza Horbaczewskiego";"21";"A5";"50-319";"6951420779";"022030047";"3438/P";
"3762/Z";"Żłobek";"Akademia Delfinka 2";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"Wrocław-Fabryczna, delegatura";"ul. Sadownicza";"32";;"54-109";"16.934491445833164;51.150489770795645";"www.akademia.delfinka.eu";"sylwia.lazik@wp.pl";"693386293";"77";"58";;;;;990.0;0.0;100.0;;;21.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"NIE";"Sylwia Szczygielska-Łazik ""ADAMS""";;;;;;"8951533272";"021142360";"907/P";"www.akademia.delfinka.eu"
"3763/Z";"Żłobek";"Dziecko w centrum";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Krzyki";"Wrocław-Krzyki, delegatura";"pl. gen. Walerego Wróblewskiego";"3a";;"50-413";"17.049592228172305;51.10508441697965";"www.dzieckowcentrum.com.pl";"teczowy-zakatek@o2.pl";"516084387";"81";"79";;;;;2200.0;0.0;;;;23.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"NIE";"Tęczowy Zakątek Magdalena Bohdziewicz";"Wrocław-Krzyki, delegatura";"pl. gen. Walerego Wróblewskiego";"3a";;"50-430";"8942686898";"020750139";"875/P";"www.dzieckowcentrum.com.pl"
"3764/Z";"Żłobek";"Anna Krawczyk-Kośmińska Klub Maluszka-Bajka";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Psie Pole";"Wrocław-Psie Pole, delegatura";"al. Marcina Kromera";"23";"2";"51-163";"17.066453008598327;51.132694866723966";;"klub.maluszka.bajka@wp.pl";"791330991";"15";"15";"0";"0";"0";"0";1800.0;0.0;;;;20.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"Anna Krawczyk-Kośmińska Dzienny Punkt Opieki nad Dziećmi Klub Maluszka-Bajka";"Wrocław-Psie Pole, delegatura";"al. Marcina Kromera";"23";"2";"51-163";"8821982936";"021500255";"858/P";"klub.maluszka.bajka.pl"
"3765/Z";"Żłobek";"Żłobek Melodia";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Psie Pole";"Wrocław-Psie Pole, delegatura";"ul. Jugosłowiańska";"48";;"51-112";"17.022070884704593;51.13762450721839";"muzycznyzlobek.pl";"zlobek.wroclaw@gmail.com";"517402444";"13";"13";;;;;2300.0;0.0;50.0;;;18.0;;;"Zniżka - Dofinansowanie przez Urząd Miasta Wrocławia, do pobytu dziecka w żłobku wynosi 400zł: 17.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Przedsiębiorstwo Usługowo Handlowe Rekondycja Nycz Halina";;;;;;"5471602540";"070570651";"908/P";"muzycznyzlobek.pl"
"3769/Z";"Żłobek";"Child Horizons-Dziecięce Horyzonty";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Krzyki";"Wrocław-Krzyki, delegatura";"ul. Skarbowców";"71";;"53-025";"16.99418677909851;51.07300082512651";"www.childhorizons.pl";"kontakt@dzieciecehoryzonty.pl";"796909895";"15";"16";;;;;2200.0;0.0;50.0;;;19.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Sylwia Słowińska Child Horizons-Dziecięce Horyzonty";"Wrocław-Krzyki, delegatura";"ul. Skarbowców";"71";;"53-025";"6662053240";"021676333";"909/P";"www.childhorizons.pl"
"3770/Z";"Żłobek";"Futrzak";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"Wrocław-Fabryczna, delegatura";"ul. Stabłowicka";"95";;"54-062";"16.898086457672118;51.164488915194426";"zlobekfutrzak.pl";"futrzak@zlobekfutrzak.pl";"694060460";"63";"50";;;;;1500.0;0.0;50.0;;;21.3;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"NIE";"Pomoc Pedagogiczna Opieka nad Dziećmi ""Futrzak"" Joanna Sochacka";"Wrocław-Fabryczna, delegatura";"ul. Stabłowicka";"95";;"54-062";"8981741087";"021837983";"861/P";"www.zlobekfutrzak.pl"
"3771/Z";"Żłobek";"Mini Mini";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Krzyki";"Wrocław-Krzyki, delegatura";"ul. Przyjaźni";"66";"4";"53-030";"16.9888179;51.0655124";"facebook: żłobek Mini Mini Parkowe Ludki";"monika_szarek@wp.pl";"725247316";"25";"25";;;;;950.0;0.0;;;;23.0;;;;"Godziny pracy: Poniedziałek 07:00-17:00 Wtorek 07:00-17:00 Środa 07:00-17:00 Czwartek 07:00-17:00 Piątek 07:00-17:00 ";"NIE";"NIE";"Monika Szarek Niepubliczny Żłobek MINI MINI";;;;;;"8992296478";"932807853";"844/P";
"3775/Z";"Żłobek";"Miejski Żłobek w Mławie";"MAZOWIECKIE";"mławski";"Mława";"Mława, miasto";"ul. Zygmunta Krasińskiego";"7";;"06-500";"20.372968;53.115388";"www.zlobekmlawa.pl";"eliza.sledzinska@mlawa.pl";"236543675";"60";"60";"30";"0";"30";"0";1500.0;0.0;50.0;;;18.0;2080.66;260.83;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Miasto Mława";"Mława";"Stary Rynek";"19";;"06-500";"5691760034";"130377830";"876/P";"www.mlawa.pl"
"3779/Z";"Żłobek";"American School of Wroclaw";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Krzyki";"Wrocław-Krzyki, delegatura";"ul.  Partynicka";"29-37";;"53-031";"16.993729;51.0642";"www.asw.org.pl";"admissions@asw.org.pl";"780186999";"82";"31";"0";"0";"0";"0";849.0;0.0;;;;29.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"TAK";"NIE";"AMERICAN SCHOOL OF WROCŁAW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Wrocław-Krzyki, delegatura";"ul. Partynicka";"29-37";;"53-031";"8992988207";"528060051";"893/P";"www.asw.org.pl"
"3780/Z";"Żłobek";"Żłobek Niepubliczny Bajkowy Dworek ";"MAZOWIECKIE";"mławski";"Mława";"Mława, miasto";"ul. Tadeusza Kościuszki";"26";;"06-500";"20.368001;53.115138";"www.bajkowydworek.com";"e.kaczan@bajkowydworek.com";"236546475";"100";"75";;;;;1550.0;0.0;;;;22.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - drugie dziecko : 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:30 ";"TAK";"NIE";"Bajkowy Dworek Jadwiga Arent i Irena Rutecka Spółka Cywilna";"Mława, miasto";"ul. Tadeusza Kościuszki";"26";;"06-500";"5691834235";"141660164";"952/P";
"3784/Z";"Żłobek";"Niepubliczne Przedszkole ""SAKOLANDIA"" - żłobek s.c.";"MAZOWIECKIE";"nowodworski";"Nasielsk";"Kosewo, wieś";;"51a";;"05-190";"20.77969;52.59126";"www.przedszkolesakolandia.pl";"przedszkolesakolandia@gmail.com";"506115549";"16";"29";"0";"0";"0";"0";1500.0;0.0;;;;15.0;;;"Zniżka - Samotne wychowanie dziecka: 10.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-18:00 ";"TAK";"NIE";"Niepubliczne Przedszkole ""SAKOLANDIA"" - żłobek s.c.";"Kosewo, wieś";;"51a";;"05-190";"5311662295";"142017275";"1012/P";
"3785/Z";"Żłobek";"Niepubliczny Żłobek ""Pod Fiołkami""";"MAZOWIECKIE";"nowodworski";"Nasielsk";"Nasielsk";"Kościelna";"21";;"05-190";"20.803254;52.591833";"www.cewir.nasielsk.pl";"cewir@nasielsk.pl";"603873897";"20";"24";"0";"0";"0";"0";2000.0;0.0;;;;10.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-18:00 ";"TAK";"NIE";"CEWIR Centrum Edukacji Wychowania i Rozwoju Elżbieta Chyczewska";;;;;;"5681104742";"130265166";"977/P";
"3821/Z";"Żłobek";"ŻŁOBEK NIEPUBLICZNY ""KRÓL MACIUŚ""";"DOLNOŚLĄSKIE";"Jelenia Góra";"Jelenia Góra";"Jelenia Góra, miasto";"ul. Franciszka Żwirki";"32";;"58-560";"15.719840842095273;50.879593650000004";;"biuro@szkolakosmetyczna.com";"756421221";"25";"24";;;;;1800.0;0.0;;;200.0;;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Maria Jawor";;;;;;"6112306799";"020077441";"953/P";
"3822/Z";"Żłobek";"Żłobek Niepubliczny Akademia HAPPY KIDS";"DOLNOŚLĄSKIE";"Jelenia Góra";"Jelenia Góra";"Jelenia Góra, miasto";"ul. Aleja Jana Pawła II";"20a";;"58-506";"15.7544311;50.9159341";"www.akademiahappykids.pl";"edyta.wawrzyniak@akademiahappykids.pl";"756422022,502022212";"61";"20";;;;;1800.0;0.0;;;400.0;;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"NIE";"Akademia Happy Kids Sp. z o.o.";"Jelenia Góra, miasto";"ul. Solna";"3";;"58-500";"6112679135";"021057676";"997/P";"www.akademiahappykids.pl"
"3824/Z";"Żłobek";"Żłobek Miejski w Jeleniej Górze";"DOLNOŚLĄSKIE";"Jelenia Góra";"Jelenia Góra";"Jelenia Góra, miasto";"ul. Ludomira Różyckiego";"21";;"58-506";"15.75054;50.911632";;"zlobek@zlobekjgora.pl";"/75/6414069";"231";"231";;;;;1500.0;0.0;30.0;;;15.0;2998.5;1000.0;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Miasto Jelenia Góra";"Jelenia Góra";"Ratuszowy";"58";;"58-500";"6112725697";"021810240";"978/P";
"3827/Z";"Żłobek";"Żłobek Muzyczny AQQ";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Krzyki";"Wrocław-Krzyki, delegatura";"ul. Partynicka";"7B";"1A";"53-031";"16.991733353859015;51.062157299999996";"AQQCENTRUM.PL";"INFO@AQQCENTRUM.PL";"512938308";"33";"19";;;;;1069.5;0.0;140.0;;;26.0;;;"Zniżka - zniżka na zajęcia dodatkowe dla rodzin wielodzietnych/Karta Dużej Rodziny: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"AQQ Elżbieta Rejda";;;;;;"6111805342";"022119706";"529/P";"AQQCENTRUM.PL"
"3830/Z";"Żłobek";"Publiczne Przedszkole Nr 2 z Oddziałem Żłobkowym w Otmuchowie";"OPOLSKIE";"nyski";"Otmuchów";"Otmuchów, miasto";"ul. Jagiełły";"3";;"48-385";"17.169984;50.469332";;"przedszkole2@opoczta.pl";"774315046";"40";"40";;;;;;0.0;;8.0;;7.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"NIE";"NIE";"Gmina Otmuchów";"Otmuchów, miasto";"ul. Zamkowa";"6";;"48-385";"7532388623";"531412881";"985/P";
"3862/Z";"Żłobek";"U Kubusia Puchatka";"DOLNOŚLĄSKIE";"oleśnicki";"Oleśnica";"Oleśnica, miasto";"ul. Mikołaja Kopernika";"6";;"56-400";"17.402829641293884;51.212795549999996";"www.przedszkole.olesnica.pl";"biuro@przedszkole.olesnica.pl";"717570883";"45";"0";;;;;1950.0;0.0;;;;17.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"Euro Trend Sylwia Sendek";"Oleśnica, miasto";"ul. Mikołaja Kopernika";"6";;"56-400";"8831417385";"932954666";"1023/P";"www.przedszkole.olesnica.pl"
"3863/Z";"Żłobek";"Zielona Żabka";"DOLNOŚLĄSKIE";"oleśnicki";"Oleśnica";"Oleśnica";"ul. Wileńska";"15";;"56-400";"17.396176;51.210275";"www.zielonazabka.pl";"przedszkole@zielonazabka.pl";"667277725";"17";"17";"0";"0";"0";"0";1350.0;0.0;;;;17.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"NIE";"NIE";"P.P.U.H. HEWI Maria Konieczna";;;;;;"9110005173";"006046049";"966/P";"www.zielonazabka.pl"
"3883/Z";"Żłobek";" Żłobek Niepubliczny ""Mini Eko-Park""";"MAŁOPOLSKIE";"wielicki";"Niepołomice";"Niepołomice";"ul. 3 Maja";"27A";;"32-005";"20.215149;50.035487";"http://niepolomice.super-przedszkole.com/index.php";"aheichel@op.pl";"502224496";"30";"15";"0";"0";"0";"0";1000.0;0.0;;;399.0;;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Beata Heichel Żłobek Niepubliczny Eko-Park";;;;;;"6781880914";"351527474";"955/P";"www.super-przedszkole.com"
"3885/Z";"Żłobek";"Kubusiolandia";"LUBELSKIE";"kraśnicki";"Annopol";"Annopol, miasto";"ul. Tadeusza Kościuszki";"2A";;"23-235";"21.85905;50.804754";"http://reaktywacjazlobek.pl/";"agnieszka_zbytniewska@vp.pl";"724555054";"20";"13";;;;;1850.0;0.0;60.0;;;16.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 06:30-16:30 ";"TAK";"NIE";"Fundacja Liderzy Sukcesu";"Wólka Rudnicka, wieś";;"11A";;"23-212";"7151913452";"060580769";"3489/P";
"3888/Z";"Klub dziecięcy";"Klub Maluszka pod Słoneczkiem";"WIELKOPOLSKIE";"poznański";"Kostrzyn";"Kostrzyn";"Śląska";"8";;"62-025";"17.219967937736513;52.39588154852913";"www.sloneczko.ehost.pl";"janina.krzywicka@wp.pl";"604497446";"25";"16";"0";"0";"0";"0";2200.0;0.0;;;100.0;;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:15-17:00 ";"NIE";"NIE";"Przedsiębiorstwo Wielobranżowe J&P Janina Krzywicka";;;;;;"6651044912";"310207534";"1014/P";"www.sloneczko.ehost.pl"
"3890/Z";"Żłobek";"SMERFLAND Niepubliczny Żłobek w Sulejówku";"MAZOWIECKIE";"miński";"Sulejówek";"Sulejówek";"Kombatantów";"110";;"05-070";"21.270687;52.250412";;"zlobeksmerfland@wp.pl";"696479290";"15";"15";"0";"0";"0";"0";1500.0;0.0;;;;16.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"NIE";"NIE";"Agnieszka Bąk";;;;;;"8222114085";"366643527";"1024/P";
"3892/Z";"Żłobek";"Akademia Malucha ""Mali odkrywcy""";"MAZOWIECKIE";"wołomiński";"Kobyłka";"Kobyłka";"ul. Kraszewska";"7 D";;"05-230";"21.203595495491033;52.347077964722104";"www.akademiaodkrywcy.com";"odkrywcykobylka@gmail.com";"691486212";"15";"15";"0";"0";"0";"0";1600.0;0.0;;;;16.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Akademia Malucha ""Mali odkrywcy"" Agnieszka Lipska - Ziach";;;;;;"9191160600";"145950976";"3490/P";"www.akademiaodkrywcy.com"
"3894/Z";"Żłobek";"Żłobek AKUKU";"WIELKOPOLSKIE";"poznański";"Swarzędz";"Swarzędz, miasto";"ul. Armii Poznań";"60";;"62-020";"17.064515;52.395439";"WWW.AKADEMIAAKUKU.PL";"AKADEMIAAKUKU@GMAIL.COM";"790250200";"33";"33";;;;;2050.0;0.0;;;;7.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:45-17:00 ";"NIE";"NIE";"Marcin Wróblewski";"Swarzędz, miasto";"ul. Armii Poznań";"60";;"62-020";"7842166006";"300516042";"3445/P";"www.akademiaakuku.pl"
"3898/Z";"Żłobek";"Żłobek Gminny w Ołdrzychowicach Kłodzkich";"DOLNOŚLĄSKIE";"kłodzki";"Kłodzko";"Ołdrzychowice Kłodzkie, wieś";"ul. Osiedlowa";"7";;"57-360";"16.707252955703737;50.366405727905146";"www.zlobekgminny.szkolnastrona.pl";"dyrektor@zzgk.pl";"748684822";"29";"22";;;;;1500.0;0.0;50.0;;;10.0;2171.23;263.68;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Gmina Kłodzko";"Kłodzko, miasto";"ul. Stefana Okrzei";"8a";;"57-300";"8831678045";"890717964";"989/P";"www.gmina.klodzko.pl"
"3899/Z";"Żłobek";"Żłobek Miejski ""Reksio"" Filia ";"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa, miasto";"ul. Sportowa";"34a";;"42-229";"19.129155;50.777748";"www.zlobek.ids.czest.pl";"sekretariat@zlobek.ids.czest.pl";"343634365";"129";"119";"0";"20";"0";"0";1500.0;0.0;20.0;;;10.0;2285.61;264.39;"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Gmina Czestochowa";"Częstochowa, miasto";"ul.  Śląska";"11";"13";"42-217";"5732745883";"151399002";"1876/P";"www.czestochowa.pl"
"3901/Z";"Żłobek";"Żłobek  Cherubinek Sióstr Salwatorianek";"ŚLĄSKIE";"pszczyński";"Goczałkowice-Zdrój";"Goczałkowice-Zdrój";"ul. Uzdrowiskowa";"38";;"43-230";"18.9777942212114;49.94013";"www.cherubinek.eu";"helsds@poczta.onet.pl";"506691130";"34";"22";"0";"0";"0";"0";1500.0;0.0;;;;12.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"Siostry Boskiego Zbawiciela Prowincja Polska";"Goczałkowice-Zdrój, wieś";"ul.  Uzdrowiskowa";"38";;"43-230";"6381505466";"040106227";"957/P";"www.siostry.pl"
"3902/Z";"Żłobek";"""KAWAŁEK TĘCZY""";"ŚLĄSKIE";"Tychy";"Tychy";"Tychy, miasto";"ul. Henryka Dąbrowskiego";"93";;"43-100";"18.9965933;50.114397";"www.teczazlobek.pl";"kawalek.teczy@interia.pl";"792650602";"27";"17";"0";"0";"0";"0";1500.0;0.0;;;;18.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"KLADAN Ewa Żak";;;;;;"6462098120";"243361184";"2044/P";"www.teczazlobek.pl"
"3903/Z";"Żłobek";"Żłobek Miejski nr 1 w Ciechanowie";"MAZOWIECKIE";"ciechanowski";"Ciechanów";"Ciechanów, miasto";"ul. Batalionów Chłopskich";"4";;"06-413";"20.629415011672975;52.8774436754606";"zlobekciechanow.szkolnastrona.pl";"zlobekmiejski.ciechanow@wp.pl";"236724226";"76";"76";;;;;1500.0;0.0;;;;10.0;2323.02;159.6;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Gmina Miejska Ciechanów";"Ciechanów, miasto";"pl. Plac Jana Pawła II";"6";;"06-400";"5661876536";"130377824";"942/P";"www.umciechanow.pl"
"3906/Z";"Żłobek";"Żłobek Harmonijka";"WIELKOPOLSKIE";"poznański";"Dopiewo";"Skórzewo, wieś";"ul. Kolejowa";"8";;"60-185";"16.79671;52.38612";"www.przedszkoleharmonijka.pl";"karolina@przedszkoleharmonijka.pl";"604251770";"56";"46";;;;;2190.0;0.0;;;;21.9;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Przedszkole i Żłobek Harmonijka Karolina Rudzińska Spółka Jawna";"Skórzewo, wieś";"ul. Kolejowa";"8";;"60-185";"7773149914";"301365540";"3530/P";"www.przedszkoleharmonijka.pl"
"3921/Z";"Żłobek";"Niepubliczny żłobek ""Mały Promyczek""";"WARMIŃSKO-MAZURSKIE";"Olsztyn";"Olsztyn";"Olsztyn, miasto";"ul. Kołobrzeska";"27";;"10-431";"20.50743927464444;53.779111650000004";"www.promyczek.olsztyn.pl";"luiza.wnuk@op.pl";"660667611";"112";"115";"0";"0";"0";"0";2230.0;0.0;;;;17.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"NIE";"Grupa Edukacyjna Progres Spółka cywilna. Agnieszka Portała, Luiza Wnuk, Monika Lewicka";"Olsztyn, miasto";"al. Aleja Marszałka Józefa Piłsudskiego";"68";;"10-450";"7393782077";"280495935";"3442/P";"www.promyczek.olsztyn.pl"
